record_id,novelty_category,best_tool,best_target_id,best_identity_pct,best_evalue
sample_3408,identical_near,blastn,JXXW01000070.1/216-1748,97.867,0.0
sample_1125,identical_near,nhmmer,CP007032.1/133119-134684,97.82608695652173,2.8e-131
sample_4247,identical_near,blastn,CP001819.1/4149072-4147549,97.789,0.0
sample_1234,identical_near,nhmmer,LMHH01000002.1/266274-264786,97.50623441396509,8.8e-117
sample_9634,identical_near,nhmmer,CP000082.1/2425707-2424169,97.42930591259639,2.3e-111
sample_6364,identical_near,nhmmer,CP015961.1/1610475-1611990,97.41176470588235,5.8e-119
sample_3438,identical_near,nhmmer,CP006812.1/1293721-1292160,97.31958762886597,1.4e-140
sample_2165,identical_near,nhmmer,LAZH01000029.1/1574-9,97.289972899729,2.7e-103
sample_1553,identical_near,nhmmer,CCSE01000001.1/1269637-1268088,96.88995215311004,8.5e-118
sample_4307,identical_near,nhmmer,CP001793.1/1068500-1070055,96.72544080604534,3.1e-107
sample_4027,identical_near,nhmmer,DF145142.1/5209-3668,96.69211195928753,4.9e-111
sample_152,identical_near,nhmmer,CP013476.1/1122933-1121417,96.67458432304038,2.8e-117
sample_5507,identical_near,nhmmer,FM204884.1/18036-19589,96.54377880184332,6.3e-124
sample_5956,identical_near,blastn,LFJF01047558.1/10263-12408,95.946,4.9500000000000003e-26
sample_4922,identical_near,nhmmer,CP010777.1/2694987-2693478,95.82089552238806,3.3e-70
sample_911,identical_near,nhmmer,DS999411.1/256591-255058,95.56135770234987,5.3e-100
sample_3909,identical_near,nhmmer,LNBY01000017.1/124460-125945,95.45454545454545,1.9e-102
sample_7262,identical_near,nhmmer,MWQY01000051.1/399-1924,95.31680440771349,3.6e-90
sample_1175,identical_near,nhmmer,CP007031.1/1451654-1453181,95.11111111111111,2.8e-123
sample_7014,identical_near,nhmmer,LMGR01000001.1/2520677-2519151,95.05882352941177,1.2e-114
sample_1411,identical_near,nhmmer,AGIF02000001.1/461952-463485,94.91017964071857,5.7e-77
sample_7171,identical_near,nhmmer,LVKA01000008.1/154383-155924,94.8849104859335,1.9e-95
sample_7184,identical_near,nhmmer,LWEK01001675.1/5476-3943,94.6949602122016,7.1e-96
sample_6207,identical_near,nhmmer,FQUP01000004.1/589122-587636,94.65478841870824,1.5e-118
sample_5117,identical_near,blastn,KQ483358.1/3629733-3628199,94.026,1.45e-167
sample_2987,identical_near,nhmmer,FQZL01000075.1/1-1331,93.36734693877551,3.5e-95
sample_1804,identical_near,nhmmer,CP000360.1/5261568-5260067,93.03482587064677,6.1e-106
sample_7185,identical_near,nhmmer,AP014648.1/3304536-3303046,93.0,9.5e-102
sample_6869,identical_near,nhmmer,MNRF01000435.1/5742-7123,90.0,6.1e-85
sample_4158,remote_homolog,blastn,DS562844.1/224445-223907,88.323,5.959999999999999e-115
