record_id,novelty_category,best_tool,best_target_id,best_identity_pct,best_evalue
eva_sample_167,identical_near,blastn,CP001738.1/4567581-4567211,91.667,3.03e-05
eva_sample_491,identical_near,blastn,MGWF01000041.1/20621-20968,91.667,2.95e-05
eva_sample_297,identical_near,nhmmer,GL378071.1/4852-2865,91.5,6.8e-28
eva_sample_98,identical_near,blastn,MEPR01000036.1/27405-27755,91.429,0.000106
eva_sample_217,identical_near,blastn,CP014206.1/2703768-2704152,91.176,0.000341
eva_sample_275,identical_near,blastn,MLAY01000008.1/446815-446742,91.176,0.000192
eva_sample_504,identical_near,blastn,AEGL01000150.1/750-1107,91.111,4.58e-09
eva_sample_301,identical_near,blastn,JPFO01000020.1/74279-74385,90.625,0.087
eva_sample_299,identical_near,blastn,MFGS01000145.1/1-328,90.476,2.44e-06
eva_sample_312,identical_near,nhmmer,CP019169.1/2811204-2810834,90.4,0.0008
eva_sample_82,identical_near,blastn,FP565575.1/2200973-2200624,90.323,0.025
eva_sample_113,identical_near,blastn,CM002496.1/19285452-19286869,90.323,0.025
eva_sample_11,identical_near,blastn,CM002482.1/11851810-11851641,90.0,0.087
eva_sample_198,identical_near,blastn,JJOQ01044010.1/5882-6013,90.0,0.087
eva_sample_212,identical_near,blastn,LMPO01000001.1/191440-191367,90.0,0.066
eva_sample_488,identical_near,blastn,LGKD01307516.1/301-447,90.0,0.087
eva_sample_0,no_hit,,,,
eva_sample_2,no_hit,,,,
eva_sample_4,no_hit,,,,
eva_sample_5,no_hit,,,,
eva_sample_8,no_hit,,,,
eva_sample_9,no_hit,,,,
eva_sample_10,no_hit,,,,
eva_sample_12,no_hit,,,,
eva_sample_14,no_hit,,,,
eva_sample_18,no_hit,,,,
eva_sample_19,no_hit,,,,
eva_sample_20,no_hit,,,,
eva_sample_24,no_hit,,,,
eva_sample_25,no_hit,,,,
eva_sample_26,no_hit,,,,
eva_sample_27,no_hit,,,,
eva_sample_29,no_hit,,,,
eva_sample_33,no_hit,,,,
eva_sample_34,no_hit,,,,
eva_sample_37,no_hit,,,,
eva_sample_39,no_hit,,,,
eva_sample_41,no_hit,,,,
eva_sample_42,no_hit,,,,
eva_sample_43,no_hit,,,,
eva_sample_45,no_hit,,,,
eva_sample_49,no_hit,,,,
eva_sample_50,no_hit,,,,
eva_sample_53,no_hit,,,,
eva_sample_54,no_hit,,,,
eva_sample_56,no_hit,,,,
eva_sample_58,no_hit,,,,
eva_sample_60,no_hit,,,,
eva_sample_62,no_hit,,,,
eva_sample_65,no_hit,,,,
eva_sample_67,no_hit,,,,
eva_sample_69,no_hit,,,,
eva_sample_72,no_hit,,,,
eva_sample_74,no_hit,,,,
eva_sample_75,no_hit,,,,
eva_sample_77,no_hit,,,,
eva_sample_79,no_hit,,,,
eva_sample_83,no_hit,,,,
eva_sample_85,no_hit,,,,
eva_sample_86,no_hit,,,,
eva_sample_87,no_hit,,,,
eva_sample_88,no_hit,,,,
eva_sample_93,no_hit,,,,
eva_sample_95,no_hit,,,,
eva_sample_96,no_hit,,,,
eva_sample_97,no_hit,,,,
eva_sample_100,no_hit,,,,
eva_sample_101,no_hit,,,,
eva_sample_102,no_hit,,,,
eva_sample_104,no_hit,,,,
eva_sample_105,no_hit,,,,
eva_sample_106,no_hit,,,,
eva_sample_107,no_hit,,,,
eva_sample_109,no_hit,,,,
eva_sample_110,no_hit,,,,
eva_sample_111,no_hit,,,,
eva_sample_116,no_hit,,,,
eva_sample_117,no_hit,,,,
eva_sample_120,no_hit,,,,
eva_sample_121,no_hit,,,,
eva_sample_122,no_hit,,,,
eva_sample_123,no_hit,,,,
eva_sample_125,no_hit,,,,
eva_sample_129,no_hit,,,,
eva_sample_131,no_hit,,,,
eva_sample_133,no_hit,,,,
eva_sample_134,no_hit,,,,
eva_sample_138,no_hit,,,,
eva_sample_141,no_hit,,,,
eva_sample_142,no_hit,,,,
eva_sample_145,no_hit,,,,
eva_sample_148,no_hit,,,,
eva_sample_149,no_hit,,,,
eva_sample_151,no_hit,,,,
eva_sample_153,no_hit,,,,
eva_sample_155,no_hit,,,,
eva_sample_158,no_hit,,,,
eva_sample_159,no_hit,,,,
eva_sample_160,no_hit,,,,
eva_sample_162,no_hit,,,,
eva_sample_165,no_hit,,,,
eva_sample_166,no_hit,,,,
eva_sample_169,no_hit,,,,
eva_sample_170,no_hit,,,,
eva_sample_171,no_hit,,,,
eva_sample_173,no_hit,,,,
eva_sample_174,no_hit,,,,
eva_sample_175,no_hit,,,,
eva_sample_176,no_hit,,,,
eva_sample_177,no_hit,,,,
eva_sample_178,no_hit,,,,
eva_sample_179,no_hit,,,,
eva_sample_181,no_hit,,,,
eva_sample_183,no_hit,,,,
eva_sample_185,no_hit,,,,
eva_sample_186,no_hit,,,,
eva_sample_188,no_hit,,,,
eva_sample_192,no_hit,,,,
eva_sample_194,no_hit,,,,
eva_sample_199,no_hit,,,,
eva_sample_201,no_hit,,,,
eva_sample_202,no_hit,,,,
eva_sample_204,no_hit,,,,
eva_sample_205,no_hit,,,,
eva_sample_206,no_hit,,,,
eva_sample_208,no_hit,,,,
eva_sample_211,no_hit,,,,
eva_sample_213,no_hit,,,,
eva_sample_214,no_hit,,,,
eva_sample_215,no_hit,,,,
eva_sample_218,no_hit,,,,
eva_sample_220,no_hit,,,,
eva_sample_221,no_hit,,,,
eva_sample_224,no_hit,,,,
eva_sample_225,no_hit,,,,
eva_sample_226,no_hit,,,,
eva_sample_229,no_hit,,,,
eva_sample_230,no_hit,,,,
eva_sample_232,no_hit,,,,
eva_sample_233,no_hit,,,,
eva_sample_234,no_hit,,,,
eva_sample_235,no_hit,,,,
eva_sample_236,no_hit,,,,
eva_sample_237,no_hit,,,,
eva_sample_238,no_hit,,,,
eva_sample_239,no_hit,,,,
eva_sample_241,no_hit,,,,
eva_sample_243,no_hit,,,,
eva_sample_244,no_hit,,,,
eva_sample_245,no_hit,,,,
eva_sample_246,no_hit,,,,
eva_sample_247,no_hit,,,,
eva_sample_249,no_hit,,,,
eva_sample_251,no_hit,,,,
eva_sample_252,no_hit,,,,
eva_sample_253,no_hit,,,,
eva_sample_255,no_hit,,,,
eva_sample_258,no_hit,,,,
eva_sample_260,no_hit,,,,
eva_sample_261,no_hit,,,,
eva_sample_262,no_hit,,,,
eva_sample_264,no_hit,,,,
eva_sample_267,no_hit,,,,
eva_sample_268,no_hit,,,,
eva_sample_270,no_hit,,,,
eva_sample_273,no_hit,,,,
eva_sample_274,no_hit,,,,
eva_sample_276,no_hit,,,,
eva_sample_277,no_hit,,,,
eva_sample_278,no_hit,,,,
eva_sample_280,no_hit,,,,
eva_sample_282,no_hit,,,,
eva_sample_284,no_hit,,,,
eva_sample_285,no_hit,,,,
eva_sample_286,no_hit,,,,
eva_sample_289,no_hit,,,,
eva_sample_290,no_hit,,,,
eva_sample_291,no_hit,,,,
eva_sample_292,no_hit,,,,
eva_sample_296,no_hit,,,,
eva_sample_302,no_hit,,,,
eva_sample_303,no_hit,,,,
eva_sample_304,no_hit,,,,
eva_sample_305,no_hit,,,,
eva_sample_306,no_hit,,,,
eva_sample_308,no_hit,,,,
eva_sample_310,no_hit,,,,
eva_sample_311,no_hit,,,,
eva_sample_313,no_hit,,,,
eva_sample_315,no_hit,,,,
eva_sample_318,no_hit,,,,
eva_sample_319,no_hit,,,,
eva_sample_320,no_hit,,,,
eva_sample_321,no_hit,,,,
eva_sample_322,no_hit,,,,
eva_sample_324,no_hit,,,,
eva_sample_329,no_hit,,,,
eva_sample_330,no_hit,,,,
eva_sample_335,no_hit,,,,
eva_sample_336,no_hit,,,,
eva_sample_342,no_hit,,,,
eva_sample_343,no_hit,,,,
eva_sample_345,no_hit,,,,
eva_sample_346,no_hit,,,,
eva_sample_347,no_hit,,,,
eva_sample_349,no_hit,,,,
eva_sample_351,no_hit,,,,
eva_sample_352,no_hit,,,,
eva_sample_354,no_hit,,,,
eva_sample_358,no_hit,,,,
eva_sample_359,no_hit,,,,
eva_sample_360,no_hit,,,,
eva_sample_361,no_hit,,,,
eva_sample_362,no_hit,,,,
eva_sample_363,no_hit,,,,
eva_sample_364,no_hit,,,,
eva_sample_367,no_hit,,,,
eva_sample_370,no_hit,,,,
eva_sample_371,no_hit,,,,
eva_sample_374,no_hit,,,,
eva_sample_377,no_hit,,,,
eva_sample_378,no_hit,,,,
eva_sample_379,no_hit,,,,
eva_sample_380,no_hit,,,,
eva_sample_381,no_hit,,,,
eva_sample_386,no_hit,,,,
eva_sample_387,no_hit,,,,
eva_sample_389,no_hit,,,,
eva_sample_390,no_hit,,,,
eva_sample_392,no_hit,,,,
eva_sample_397,no_hit,,,,
eva_sample_398,no_hit,,,,
eva_sample_401,no_hit,,,,
eva_sample_403,no_hit,,,,
eva_sample_404,no_hit,,,,
eva_sample_405,no_hit,,,,
eva_sample_406,no_hit,,,,
eva_sample_409,no_hit,,,,
eva_sample_411,no_hit,,,,
eva_sample_415,no_hit,,,,
eva_sample_417,no_hit,,,,
eva_sample_418,no_hit,,,,
eva_sample_419,no_hit,,,,
eva_sample_421,no_hit,,,,
eva_sample_423,no_hit,,,,
eva_sample_425,no_hit,,,,
eva_sample_427,no_hit,,,,
eva_sample_428,no_hit,,,,
eva_sample_429,no_hit,,,,
eva_sample_430,no_hit,,,,
eva_sample_431,no_hit,,,,
eva_sample_432,no_hit,,,,
eva_sample_433,no_hit,,,,
eva_sample_434,no_hit,,,,
eva_sample_437,no_hit,,,,
eva_sample_439,no_hit,,,,
eva_sample_442,no_hit,,,,
eva_sample_444,no_hit,,,,
eva_sample_446,no_hit,,,,
eva_sample_447,no_hit,,,,
eva_sample_448,no_hit,,,,
eva_sample_450,no_hit,,,,
eva_sample_451,no_hit,,,,
eva_sample_452,no_hit,,,,
eva_sample_453,no_hit,,,,
eva_sample_454,no_hit,,,,
eva_sample_455,no_hit,,,,
eva_sample_456,no_hit,,,,
eva_sample_462,no_hit,,,,
eva_sample_463,no_hit,,,,
eva_sample_464,no_hit,,,,
eva_sample_466,no_hit,,,,
eva_sample_468,no_hit,,,,
eva_sample_469,no_hit,,,,
eva_sample_470,no_hit,,,,
eva_sample_471,no_hit,,,,
eva_sample_472,no_hit,,,,
eva_sample_474,no_hit,,,,
eva_sample_475,no_hit,,,,
eva_sample_479,no_hit,,,,
eva_sample_481,no_hit,,,,
eva_sample_482,no_hit,,,,
eva_sample_483,no_hit,,,,
eva_sample_484,no_hit,,,,
eva_sample_486,no_hit,,,,
eva_sample_487,no_hit,,,,
eva_sample_489,no_hit,,,,
eva_sample_492,no_hit,,,,
eva_sample_493,no_hit,,,,
eva_sample_495,no_hit,,,,
eva_sample_496,no_hit,,,,
eva_sample_497,no_hit,,,,
eva_sample_500,no_hit,,,,
eva_sample_501,no_hit,,,,
eva_sample_502,no_hit,,,,
eva_sample_503,no_hit,,,,
eva_sample_505,no_hit,,,,
eva_sample_508,no_hit,,,,
eva_sample_511,remote_homolog,blastn,CP016094.1/1178456-1178810,89.744,0.000102
eva_sample_59,remote_homolog,nhmmer,AACT01016732.1/1-1458,89.5,0.0061
eva_sample_32,remote_homolog,blastn,CP000820.1/7030866-7030492,89.474,2.67e-05
eva_sample_119,remote_homolog,blastn,LN794158.1/663090-663455,89.474,2.8e-05
eva_sample_400,remote_homolog,blastn,JPOS01000090.1/83323-83368,89.474,0.007
eva_sample_440,remote_homolog,blastn,MGYU01000102.1/4431-4070,89.189,0.000103
eva_sample_480,remote_homolog,blastn,LMSS01000006.1/576330-575964,88.889,0.000372
eva_sample_168,remote_homolog,blastn,CP003989.2/2762553-2762426,88.571,0.025
eva_sample_498,remote_homolog,blastn,LGFL01000005.1/14275-14567,88.571,0.000702
eva_sample_21,remote_homolog,blastn,FWZT01000014.1/175140-174786,88.235,1.56e-08
eva_sample_256,remote_homolog,blastn,LGFR01000032.1/1897-2249,88.235,0.087
eva_sample_150,remote_homolog,blastn,AUNE01000047.1/23494-23877,88.0,6.74e-07
eva_sample_180,remote_homolog,blastn,CP002047.1/11234013-11234087,87.879,0.025
eva_sample_163,remote_homolog,blastn,MVCX01000033.1/6998-6646,87.5,6.3e-07
eva_sample_355,remote_homolog,blastn,GL833122.1/2939988-2940083,87.5,0.087
eva_sample_373,remote_homolog,blastn,BATI01000005.1/95273-95139,87.5,0.087
eva_sample_334,remote_homolog,blastn,CP013656.1/2314191-2313834,87.179,0.000356
eva_sample_189,remote_homolog,blastn,AADN04005945.1/3892-8370,86.842,0.025
eva_sample_485,remote_homolog,blastn,AP012057.1/720324-720030,86.486,0.025
eva_sample_127,remote_homolog,blastn,CP003969.1/10624541-10624885,86.047,0.000245
eva_sample_460,remote_homolog,blastn,MGDD01000163.1/1967-2038,86.0,1.75e-07
eva_sample_47,remote_homolog,blastn,MFAZ01000040.1/13746-13660,85.965,7.24e-06
eva_sample_182,remote_homolog,blastn,MERG01000199.1/8612-8247,85.714,5.11e-08
eva_sample_164,remote_homolog,blastn,CP016171.1/4064236-4064627,85.484,1.86e-07
eva_sample_449,remote_homolog,blastn,CP006996.1/1515616-1515248,84.906,7.33e-06
eva_sample_222,remote_homolog,nhmmer,MLAU01031979.1/1-1415,84.83333333333334,9.9e-10
eva_sample_115,remote_homolog,blastn,LPUT01000012.1/488280-488642,84.615,0.087
eva_sample_250,remote_homolog,blastn,CP011509.1/2749919-2749414,84.615,0.087
eva_sample_490,remote_homolog,blastn,JHTR01000136.1/18941-14712,84.615,0.007
eva_sample_146,remote_homolog,blastn,MHZX01000079.1/494-133,84.444,0.001
eva_sample_382,remote_homolog,blastn,DS566315.1/6667-6478,84.211,0.087
eva_sample_78,remote_homolog,blastn,LQCK02000006.1/33336-33752,84.091,0.087
eva_sample_223,remote_homolog,blastn,CM000864.1/38470203-38470500,83.784,0.087
eva_sample_294,remote_homolog,blastn,MKKH01000078.1/2180-5285,83.784,0.087
eva_sample_35,remote_homolog,blastn,CM000008.3/889653-887395,83.333,0.007
eva_sample_130,remote_homolog,blastn,BDFN01002323.1/51-1648,83.333,0.087
eva_sample_399,remote_homolog,blastn,AADN04005992.1/6612-10916,83.333,0.007
eva_sample_124,remote_homolog,blastn,LT629758.1/10499007-10498511,83.019,0.000167
eva_sample_325,remote_homolog,nhmmer,LELH02000031.1/1-1493,82.83333333333334,0.0019
eva_sample_90,remote_homolog,blastn,LFJF01005415.1/39415-39293,82.692,0.002
eva_sample_323,remote_homolog,blastn,CAAE01014542.1/131191-131008,82.609,0.007
eva_sample_333,remote_homolog,blastn,CM000801.1/33200308-33200628,81.818,0.025
eva_sample_307,remote_homolog,blastn,GK000011.2/40188155-40187758,81.633,0.007
eva_sample_147,remote_homolog,blastn,FR884057.1/5662-6007,81.481,5.01e-06
eva_sample_407,remote_homolog,blastn,LQYX01000074.1/238571-239034,81.395,0.025
eva_sample_16,remote_homolog,blastn,BDFN01000111.1/9805-12347,80.952,0.087
eva_sample_372,remote_homolog,blastn,AM270980.1/383721-383872,80.0,0.007
eva_sample_99,remote_homolog,blastn,AADN04010412.1/6154-6950,78.947,0.002
eva_sample_385,remote_homolog,blastn,CP000113.1/7719819-7719312,78.723,0.087
eva_sample_30,remote_homolog,nhmmer,MLAU01031979.1/1-1415,78.66666666666666,3.2e-14
eva_sample_51,remote_homolog,blastn,AADN04016925.1/267-4388,78.022,3.22e-07
eva_sample_7,remote_homolog,blastn,JGYX01000003.1/208724-205665,77.778,0.087
eva_sample_91,remote_homolog,blastn,HG725814.1/9292-9038,77.193,3.01e-39
eva_sample_92,remote_homolog,blastn,HG675758.1/17157-16885,76.585,5.45e-36
eva_sample_197,remote_homolog,blastn,LHQN01009145.1/1669-1225,76.471,0.000167
eva_sample_265,remote_homolog,nhmmer,MLAU01031979.1/1-1415,76.33333333333333,0.074
eva_sample_118,remote_homolog,blastn,HG673868.1/10900-10667,75.424,1.37e-05
eva_sample_271,remote_homolog,blastn,CBUT010041652.1/651-373,74.242,0.025
eva_sample_269,remote_homolog,nhmmer,MLAU01031979.1/1-1415,74.16666666666667,2e-16
eva_sample_219,remote_homolog,blastn,CM000871.1/51117349-51117076,72.857,0.025
eva_sample_228,remote_homolog,nhmmer,AAIZ01025266.1/932-1,72.0,0.0025
eva_sample_103,remote_homolog,blastn,CBUX010012730.1/1224-958,71.569,1.37e-05
eva_sample_339,remote_homolog,blastn,CBUU010022132.1/876-618,71.324,3.22e-07
eva_sample_71,remote_homolog,nhmmer,LJIA01000001.1/53602-53970,70.8454810495627,0.065
eva_sample_457,remote_homolog,blastn,HG724264.1/38008-37794,70.13,2.17e-09
eva_sample_388,remote_homolog,nhmmer,CBXT010009107.1/1-765,69.5,1.4e-23
eva_sample_506,remote_homolog,nhmmer,CBXT010009107.1/1-765,68.5,9.1e-14
eva_sample_348,remote_homolog,nhmmer,CM001488.1/1760594-1760947,67.55952380952381,0.02
eva_sample_281,remote_homolog,nhmmer,CP004371.1/4537287-4537658,67.10875331564988,0.047
eva_sample_375,remote_homolog,blastn,HG725765.1/109997-109756,66.667,0.025
eva_sample_40,remote_homolog,nhmmer,BX950851.1/927307-926945,63.93034825870647,0.061
eva_sample_317,remote_homolog,nhmmer,LHQN01025588.1/542-101,57.666666666666664,3.5e-17
eva_sample_391,remote_homolog,nhmmer,LHQN01025588.1/542-101,55.666666666666664,4.3e-06
eva_sample_196,remote_homolog,nhmmer,LHQN01025588.1/542-101,55.50000000000001,0.0054
eva_sample_80,remote_homolog,nhmmer,LHQN01025588.1/542-101,55.00000000000001,7.7e-16
eva_sample_332,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,55.00000000000001,2.1e-32
eva_sample_344,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,54.50000000000001,0.00016
eva_sample_64,remote_homolog,nhmmer,LHQN01025588.1/542-101,54.333333333333336,0.037
eva_sample_242,remote_homolog,nhmmer,LHQN01025588.1/542-101,54.333333333333336,4.4e-05
eva_sample_68,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,54.0,5.6e-54
eva_sample_184,remote_homolog,nhmmer,LHQN01025588.1/542-101,54.0,0.00014
eva_sample_31,remote_homolog,nhmmer,LHQN01025588.1/542-101,53.5,0.045
eva_sample_408,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,53.5,3.5e-11
eva_sample_396,remote_homolog,nhmmer,LHQN01025588.1/542-101,53.166666666666664,3.3e-05
eva_sample_424,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,53.0,2.7e-87
eva_sample_443,remote_homolog,nhmmer,LHQN01025588.1/542-101,52.666666666666664,1e-05
eva_sample_231,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,52.5,4.4e-05
eva_sample_477,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,52.33333333333333,1.9e-87
eva_sample_52,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,51.16666666666667,0.025
eva_sample_461,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,51.16666666666667,0.021
eva_sample_287,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,51.0,7.8e-23
eva_sample_203,remote_homolog,nhmmer,LHQN01025588.1/542-101,50.66666666666667,7.3e-14
eva_sample_369,remote_homolog,nhmmer,LHQN01025588.1/542-101,49.5,0.00071
eva_sample_154,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,48.333333333333336,7.6e-08
eva_sample_1,remote_homolog,nhmmer,MERM01000018.1/47475-47843,47.333333333333336,0.00041
eva_sample_3,remote_homolog,nhmmer,MGQB01000038.1/65397-65747,47.0,0.027
eva_sample_13,remote_homolog,nhmmer,CM001003.2/70195264-70194874,46.166666666666664,2.8e-06
eva_sample_6,remote_homolog,nhmmer,LHQN01009145.1/1669-1225,46.0,1.9e-40
eva_sample_266,remote_homolog,nhmmer,LGKD01538918.1/2828-2408,45.33333333333333,0.00012
eva_sample_137,remote_homolog,nhmmer,LADT01000084.1/17410-17799,43.833333333333336,0.024
eva_sample_341,remote_homolog,nhmmer,CBUU010012713.1/1719-1428,42.5,2.9e-17
eva_sample_414,remote_homolog,nhmmer,HG723330.1/311-12,42.5,0.00033
