record_id,seq_length,viennarna_Tm,viennarna_hill_coeff,viennarna_amplitude,viennarna_mean_unpaired_prob,viennarna_sd_pair_prob_10C,viennarna_sd_pair_prob_80C,viennarna_MFE,viennarna_max_loop_length,viennarna_gc_content,viennarna_dangles_model,viennarna_fit_status
sample_27,274,71.79181199313477,5.979958193748152,0.5721601700805699,0.37268647596437665,0.23941830050772106,0.32541731287688613,-94.0,8,0.5109489051094891,2,ok
sample_28,380,46.703773916884145,6.504836223830267,0.43933584638733536,0.3771395970377908,0.4501574022853472,0.6974715467995166,-146.89999389648438,8,0.5921052631578947,2,ok
sample_29,253,66.33167811622857,8.631361888280894,0.6000575833112904,0.4060403005703312,0.18561101115107678,0.283067009884176,-104.0999984741211,10,0.6561264822134387,2,ok
sample_30,21,34.424485775893004,4.523754418455686,0.19883871663498132,0.9115422159595552,0.8983144195524553,0.9603257007265098,0.0,21,0.38095238095238093,2,ok
sample_31,160,38.54170024345774,19.999999999999996,-0.06140602462209449,0.43133347910114556,0.3595275286332128,0.32955941740348876,-46.29999923706055,16,0.5125,2,ok
sample_32,264,61.4095556085605,4.038377666477389,0.8203207194776164,0.4416326346902668,0.41952013187798154,0.6460634059320018,-90.80000305175781,15,0.571969696969697,2,ok
sample_33,355,48.74701075066459,6.78995146941054,0.10721079427562086,0.38272795093103334,0.6075931209156201,0.6676604524848431,-132.1999969482422,8,0.5661971830985916,2,ok
sample_34,335,46.62580433997826,15.370400577558069,-0.17828133225470022,0.3862016131134167,0.8063184642199378,0.6280689941576217,-111.0999984741211,16,0.5283582089552239,2,ok
sample_35,393,41.85929568077127,7.393774661579443,0.36714387663212883,0.38536730966705945,0.46231950976077263,0.681193526717361,-137.60000610351562,12,0.5470737913486005,2,ok
sample_36,172,28.591804324381485,2.80754579569158,0.7433047078963299,0.47403768015448444,0.4809316584968155,0.6229801188442117,-41.20000076293945,9,0.5348837209302325,2,ok
sample_37,425,21.519952950448946,2.632061103675178,0.621166897522265,0.3937453943589609,0.38041984994792266,0.45487178288950736,-152.10000610351562,9,0.5552941176470588,2,ok
sample_38,235,40.71242826629679,10.707478955240227,0.6047117246976035,0.6301724569343824,0.4556035780089417,0.8776322270529915,-24.899999618530273,55,0.4297872340425532,2,ok
sample_39,51,45.67477118634082,5.792969690938446,0.37315432097336365,0.5091026675403124,0.647848270667806,0.8410767845181208,-8.399999618530273,7,0.45098039215686275,2,ok
sample_40,253,94.99992862992356,4.4257556000817875,0.3362906027750496,0.3762512706095253,0.2622772061696756,0.284949644976067,-99.5999984741211,8,0.5691699604743083,2,ok
sample_41,365,12.750889199260623,1.1259361013801794,0.6410577050755532,0.3711514749671339,0.05737081861425861,0.10233881289703685,-134.89999389648438,8,0.5726027397260274,2,ok
sample_42,274,58.57588611740939,9.139476020587082,0.30654937643188684,0.34642991327083705,0.3956598212750025,0.5014150422115986,-102.30000305175781,10,0.551094890510949,2,ok
sample_43,253,78.59082493591694,8.176349110621995,0.5077458307452595,0.37563707393776447,0.6030848490656819,0.6285836949811154,-83.9000015258789,8,0.4901185770750988,2,ok
sample_44,233,42.84939816909534,11.501766509446753,-0.0219380093631462,0.45655297825750085,0.04176501576546762,0.022999792593822177,-71.5,12,0.5407725321888412,2,ok
sample_45,418,58.70575562425913,11.191892761027178,0.5313802395116727,0.38559980964336815,0.5555866539296656,0.7255667326989625,-146.0,11,0.5239234449760766,2,ok
sample_46,252,52.429625762229094,5.455385694051992,0.10805594142592809,0.38344618889636745,0.02103122176705106,0.06803007906288051,-89.4000015258789,10,0.5793650793650794,2,ok
sample_47,243,44.00360697465514,14.663314207699008,0.21093737628403952,0.41209997846298235,0.7182795477802143,0.9054970497470223,-50.20000076293945,11,0.3168724279835391,2,ok
sample_48,246,55.15175670424758,13.978980455577151,0.15794770331450608,0.5018086670970231,0.43332088727495865,0.5092571863300152,-24.600000381469727,20,0.2682926829268293,2,ok
sample_49,260,61.19692891918533,5.458502169299194,0.5209103137687123,0.4121788529965474,0.6153345372983738,0.7705609940753019,-61.400001525878906,13,0.35384615384615387,2,ok
sample_50,363,46.69220325292184,14.53204101014982,-0.16520285888133812,0.396231376524929,0.8999414604417914,0.7346631943668432,-132.1999969482422,15,0.5730027548209367,2,ok
sample_51,254,48.63072468891149,18.413770602362927,-0.01226816813349163,0.8640026322825518,0.9936781999956905,0.9809738691738412,-6.199999809265137,64,0.468503937007874,2,ok
sample_52,253,48.52523636256796,3.6724582555565224,0.3638234062347536,0.43258054807839613,0.32148825336354964,0.4464396610523335,-80.69999694824219,8,0.5770750988142292,2,ok
sample_53,369,67.46927991689088,5.36147710438791,0.4499281876081403,0.3988409621899572,0.4580852537390999,0.5535462542134576,-136.1999969482422,13,0.5772357723577236,2,ok
sample_54,418,38.39545475738538,18.322243661848038,-0.232519902201597,0.3728196638576608,0.16580179954119936,0.0124376562586898,-155.1999969482422,9,0.5311004784688995,2,ok
sample_55,301,50.53168027103238,19.999999999999996,-0.010693516677359238,0.3969736534451649,0.4545739640688354,0.4455409679424743,-109.30000305175781,13,0.5514950166112956,2,ok
sample_56,73,79.05821488429503,5.35140194089463,0.5722762811294971,0.37980949152435267,0.10325798301298912,0.1663432115826608,-27.0,8,0.5753424657534246,2,ok
sample_57,448,47.41937271415079,15.514536533527075,-0.07830081857770432,0.39721251915830874,0.9514002582677257,0.8715048738623062,-140.60000610351562,12,0.5066964285714286,2,ok
sample_58,374,49.39267299082937,19.999999999997385,-0.016302860924868212,0.43884140860654947,0.9977829265691969,0.9807398965120879,-122.80000305175781,13,0.56951871657754,2,ok
sample_59,427,48.121748664918634,14.19704441529093,0.08476392970985408,0.36005790241047725,0.3999133989584053,0.47117018753109907,-160.5,9,0.5573770491803278,2,ok
sample_60,330,45.75743427193276,14.341652642621996,-0.08335390963613765,0.36605768438627295,0.9723664869056874,0.8909010656580544,-120.0999984741211,10,0.5666666666666667,2,ok
sample_61,448,90.86297752150524,3.54996384010616,0.5844250045094042,0.37511166813060026,0.7395427915921253,0.8010832435443689,-185.10000610351562,12,0.5803571428571429,2,ok
sample_62,371,46.80027729300998,19.225030261171817,-0.25695836807413003,0.38254982019088773,0.6650912249627816,0.4048808849258809,-126.4000015258789,9,0.5579514824797843,2,ok
sample_63,75,48.06624994459346,7.9512772126359685,0.11661243628736254,0.4412988802939779,0.1357355917921204,0.20966508719404633,-22.200000762939453,12,0.4666666666666667,2,ok
sample_64,159,52.87386583591606,12.874152510249587,0.07186462377319708,0.6109310427618296,0.4788198442831729,0.5225296919611775,-17.299999237060547,14,0.41509433962264153,2,ok
sample_65,72,77.5826331123878,5.851118285940133,0.5371020397550621,0.5020895240250097,0.2836311374699984,0.33996240050540183,-21.0,8,0.6944444444444444,2,ok
sample_66,274,55.658349518438015,19.999999999999915,0.003749690932654896,0.3594241635346658,0.005595427706548639,0.0070856803834273285,-93.9000015258789,11,0.5218978102189781,2,ok
sample_67,265,94.99992908934465,5.777251432401508,0.45034185353986605,0.3680978034437145,0.0036144984288236925,0.020156499359955365,-104.0999984741211,8,0.5358490566037736,2,ok
sample_68,238,50.6650743441549,7.404695433437889,0.04212799202954953,0.39560552257865034,0.44001099310688774,0.4634471476554056,-65.9000015258789,19,0.46218487394957986,2,ok
sample_69,363,23.748309198565654,6.09265811787508,0.5340357381552499,0.3952348869483644,0.8305194002456202,0.8626191019306149,-124.30000305175781,9,0.5840220385674931,2,ok
sample_70,365,53.836530638873434,7.394673563959702,0.24975077209604554,0.3869489703740154,0.06145407504516649,0.18152047589764672,-130.60000610351562,11,0.5260273972602739,2,ok
sample_71,352,15.713421493965809,2.1026568730190927,0.5830595845437279,0.41218891512438294,0.3289585904298589,0.3740942243043612,-105.0999984741211,8,0.5056818181818182,2,ok
sample_72,253,58.382483014404066,19.999999999999996,0.09209181331610083,0.4522871774154328,0.3058791303902546,0.32133704782454386,-75.80000305175781,11,0.5691699604743083,2,ok
sample_73,73,41.69375516764316,8.756434199331277,0.0051157637894811425,0.3649813892696547,0.26385956670883426,0.2672030076040448,-26.799999237060547,7,0.5753424657534246,2,ok
sample_74,348,49.52579283271316,19.999999999989413,-0.020355763573847496,0.38169045809412017,0.9977548511227707,0.9765589458117641,-132.0,9,0.5517241379310345,2,ok
sample_75,375,46.56893418097503,15.207132464579317,-0.14425936963880293,0.37071381398936104,0.3403618227639652,0.19594002484365688,-144.39999389648438,13,0.592,2,ok
sample_76,141,89.19408775726431,2.4296087573151346,0.654677730725176,0.2399899056500816,0.6056055442077415,0.6913814056884222,-78.19999694824219,8,0.3617021276595745,2,ok
sample_77,267,93.95137288941051,6.020042095430776,0.47833599931952364,0.36837779519337943,0.002528533869370864,0.019108544035330445,-84.4000015258789,15,0.46441947565543074,2,ok
sample_78,167,93.84430178876808,4.854271112782267,0.5234777490181263,0.39507667711042765,0.01523976490554484,0.046261779389430234,-65.5999984741211,10,0.6047904191616766,2,ok
sample_79,279,50.27880791300105,6.051177635390832,0.6993698396829282,0.39143971521614296,0.20698696760284957,0.5548037287701215,-103.69999694824219,10,0.5806451612903226,2,ok
sample_80,253,76.88093132591919,9.492981680417387,0.5071837591829399,0.4026937620996232,0.40192789774435783,0.4219579512470103,-89.19999694824219,15,0.5770750988142292,2,ok
sample_81,253,38.4078197387585,4.375710832354564,0.17130348894711345,0.40393868743896166,0.8571395224355325,0.9202826994739957,-91.19999694824219,15,0.5889328063241107,2,ok
sample_82,347,63.576046501783445,5.145568407659975,0.17463095066617024,0.37630318156989906,0.02957337176496892,0.07561602170573804,-134.39999389648438,10,0.579250720461095,2,ok
sample_83,301,46.45310731966176,14.450793079213096,-0.009805414012862168,0.33469452006383804,0.8194682532868539,0.8097130514969383,-111.30000305175781,12,0.5182724252491694,2,ok
sample_84,298,66.03742935925007,6.5436241438398515,0.6511545936881626,0.35819907378271354,0.03273957473663805,0.1698679062097793,-99.0,10,0.5,2,ok
sample_85,63,47.839393490749515,5.6747847992180835,0.09168196714155241,0.5535692757747719,0.8443249626725875,0.8900466433208687,-5.599999904632568,14,0.3492063492063492,2,ok
sample_86,342,62.396874993325746,2.6030752305441753,0.8604686337116105,0.39610002634988983,0.5097492263260347,0.69493662148365,-116.69999694824219,8,0.543859649122807,2,ok
sample_87,383,37.07121725136133,19.999999999999805,0.05562601708714854,0.40760331134597105,0.6354605049190447,0.6547203348447079,-130.60000610351562,10,0.5613577023498695,2,ok
sample_88,237,60.432961093504545,6.360887486860877,0.3473277252293191,0.4857360052771242,0.2642340034105759,0.3726706172329185,-44.79999923706055,15,0.3924050632911392,2,ok
sample_89,347,55.993919145358134,12.780829918786067,0.17309296323472192,0.39448691613924175,0.07815684022893268,0.1532032446631687,-121.30000305175781,14,0.5561959654178674,2,ok
sample_90,71,82.26814921377334,5.582158627765907,0.5534705233008194,0.5701486267697689,0.36465486479920595,0.41244846335622326,-6.400000095367432,17,0.29577464788732394,2,ok
sample_91,247,40.0489414619431,18.555787680330763,-0.0759547928906456,0.39492239404559515,0.41948524165470386,0.36337079686437174,-76.0999984741211,11,0.4898785425101215,2,ok
sample_92,281,47.43077054048004,9.304817724160566,0.2582344572615283,0.3827394153736613,0.32332778058678435,0.5062778283589819,-88.5999984741211,9,0.5231316725978647,2,ok
sample_93,280,70.207505214478,8.443301421182403,0.563698673187624,0.3721702027342295,0.014591219201393214,0.07643413654081162,-97.19999694824219,9,0.4857142857142857,2,ok
sample_94,253,38.72124066200086,19.99999999993441,-0.009291553200686808,0.4025049750266809,0.30650476015375544,0.30367978196063167,-84.80000305175781,13,0.5612648221343873,2,ok
sample_95,262,62.67934662222983,5.570490383315984,0.28335328314045133,0.4204082617360655,0.27098281641934235,0.348984086397335,-90.69999694824219,11,0.5954198473282443,2,ok
sample_96,352,72.3228011900859,0.6035693322889177,0.9276547780432699,0.4031113251463012,0.4020722495711022,0.4595391823921229,-116.69999694824219,7,0.5284090909090909,2,ok
sample_97,252,51.315231219561824,12.92425342275913,0.1069018409512898,0.40015485226116954,0.25676519150778077,0.33081376550984815,-83.30000305175781,8,0.5714285714285714,2,ok
sample_98,177,48.15741862889317,6.141981677975316,0.1909581453799939,0.5108231952840633,0.5583645878233523,0.6591672235172932,-25.5,19,0.3107344632768362,2,ok
sample_99,409,44.83713625349017,14.290445018080332,-0.057104900765341804,0.38641004422781333,0.56207842570288,0.5075260444609471,-148.0,9,0.5623471882640587,2,ok
sample_100,323,63.2303493734121,10.28913202855108,0.040361110012746615,0.37724929557404,0.31563761750286073,0.32321027679827713,-113.80000305175781,7,0.541795665634675,2,ok
sample_101,386,50.26160580375351,4.743546127980245,0.4693332625138763,0.3988681959379208,0.047848385677134286,0.24320562578561197,-137.8000030517578,11,0.5595854922279793,2,ok
sample_102,248,43.12557550524676,14.136652425669533,-0.45013329710299566,0.3813545344034426,0.6626879532052741,0.25536072178608055,-59.79999923706055,16,0.35080645161290325,2,ok
sample_103,251,52.93984610826072,9.597788319852176,0.20638471339493702,0.45332774737312787,0.45498641463925205,0.5703856057716413,-55.5,14,0.44621513944223107,2,ok
sample_104,254,43.769789977550495,12.420024183298867,-0.08104329045370384,0.4003011675986959,0.7739088304877655,0.7006836774713332,-89.19999694824219,14,0.5669291338582677,2,ok
sample_105,253,58.73938400757977,3.134408530086488,0.45863974064103025,0.3961694405182694,0.19041424968056928,0.30894116335411304,-92.0999984741211,13,0.5573122529644269,2,ok
sample_106,250,80.00699101719971,6.4577275219269135,0.5447633415632774,0.36610657444965145,0.4105173261934178,0.451975424830123,-85.5999984741211,13,0.552,2,ok
sample_107,316,38.32483788510366,19.999999999999023,-0.036399277312325506,0.3700404900156429,0.7683919316037462,0.7490765101545329,-94.19999694824219,9,0.46835443037974683,2,ok
sample_108,249,71.27997105172831,3.9822173603305218,0.4814265965932457,0.4149179514923503,0.2907844270955141,0.3842618499896382,-64.69999694824219,21,0.42168674698795183,2,ok
sample_109,254,79.11921792216103,3.6024266490247006,0.6353497308576033,0.4126804708561147,0.2620945712711181,0.3590383814404542,-82.9000015258789,15,0.5787401574803149,2,ok
sample_110,329,45.57552758194018,14.303793194701298,-0.10235912186599505,0.3897036339340021,0.6262156366809729,0.5266299099102376,-119.19999694824219,21,0.5653495440729484,2,ok
sample_111,246,43.59046238145283,6.117637330141371,0.049666599106076625,0.47047734576131683,0.8397452053687943,0.8664361218262131,-67.19999694824219,10,0.4959349593495935,2,ok
sample_112,220,94.99992337884086,3.819363459939571,0.05841151972843271,0.4585503446768459,0.0054937956478259,0.01052701617796184,-45.79999923706055,10,0.42272727272727273,2,ok
sample_113,301,74.38468239800603,0.5831988082138736,0.9205621567717853,0.3919595756523399,0.5839166678332861,0.636972692556371,-96.0,18,0.5382059800664452,2,ok
sample_114,240,70.09163003615194,4.634659191600682,0.6626356006002005,0.4021834591179231,0.3427397675918091,0.4729227017857698,-70.0999984741211,12,0.5125,2,ok
sample_115,236,73.84999021083996,8.138475078263308,0.5451675506513989,0.44981347653548387,0.4199659209398569,0.46382481447816026,-59.599998474121094,15,0.461864406779661,2,ok
sample_116,255,51.48256615967473,6.273326924503444,0.41500375168051684,0.4001702348502486,0.4081954518156744,0.6118123016785916,-79.80000305175781,8,0.49411764705882355,2,ok
sample_117,308,47.556843851629246,16.605974323336792,-0.14307578446691138,0.3502878340042473,0.9716624481752478,0.8257069920405512,-122.5,7,0.5811688311688312,2,ok
sample_118,253,69.43567996245088,6.231473902047639,0.2696903400711381,0.40548650038417766,0.81778439980671,0.8637884212346414,-78.30000305175781,13,0.5138339920948617,2,ok
sample_119,248,39.66610024708957,19.999999999999925,0.0833032676230484,0.5121945626329849,0.5352473339240735,0.5966963556866404,-43.400001525878906,18,0.375,2,ok
sample_120,400,69.61146353275686,4.562282785704756,0.6722298354999965,0.37954519368516043,0.277663217810666,0.4151923371108426,-137.8000030517578,9,0.545,2,ok
sample_121,246,50.73591762558728,6.455500657450691,0.505885869686103,0.5316376689800109,0.5431331927830195,0.8021414846942501,-43.0,30,0.4878048780487805,2,ok
sample_122,299,55.40731931396322,19.99999999999999,0.09727553071183365,0.40539150908381255,0.3209620441312203,0.3565889737209064,-91.5,12,0.5150501672240803,2,ok
sample_123,304,94.99999517582471,4.682532671574949,0.009483594366487269,0.35561830533476896,0.5002064580061905,0.500777602651325,-129.39999389648438,8,0.5888157894736842,2,ok
sample_124,318,53.14597218736074,6.51150834201305,0.2197826825662926,0.3629069494062183,0.05065523754093079,0.153819662746618,-121.30000305175781,7,0.5691823899371069,2,ok
sample_125,253,94.31268602325488,4.510548454139156,0.3715749056824655,0.38183467470559784,0.2701276297759473,0.2947469341162031,-96.0999984741211,11,0.6086956521739131,2,ok
sample_126,258,48.362402443963525,6.657451123152104,0.3410967924142567,0.37795691788672375,0.2709182362988688,0.46114139152149053,-98.4000015258789,13,0.6162790697674418,2,ok
sample_127,225,51.57797284264358,6.891633294017341,0.08249678669323457,0.6054326498998887,0.8471922792470388,0.8898173898384286,-30.399999618530273,23,0.64,2,ok
sample_128,276,60.66927954799903,19.999999999985896,0.5702312746922424,0.4002225655201233,0.16622532846387533,0.22703589679858427,-90.80000305175781,14,0.5253623188405797,2,ok
sample_129,332,43.8620455791135,10.065344612305783,0.00862572654195945,0.3995234452135026,0.15499283759469343,0.16141196477304656,-116.30000305175781,8,0.5060240963855421,2,ok
sample_130,257,53.382242009494405,5.142514731978132,0.4932869912192214,0.5704037490628481,0.4093538839938196,0.6098537271147806,-27.09000015258789,44,0.26848249027237353,2,ok
sample_131,399,39.62919365289889,16.31074258639712,-0.3046417782762578,0.3903453541559697,0.3174943003503433,0.09029635479479788,-141.89999389648438,9,0.5363408521303258,2,ok
sample_132,140,47.215513169917074,6.656525765897304,0.23550964696675025,0.5355944115905642,0.45078498630078884,0.5849454261989042,-19.600000381469727,8,0.37142857142857144,2,ok
sample_133,253,48.20741859601706,9.948779061145684,0.26647664143602584,0.4310723090914889,0.3641804878529632,0.5560183090053696,-73.5999984741211,7,0.5375494071146245,2,ok
sample_134,357,49.188456822478635,19.999999999999996,-0.0019645422002632085,0.3749755294448112,0.7433633199332434,0.7413628646707764,-149.39999389648438,12,0.5910364145658263,2,ok
sample_135,280,76.2295694038643,6.872154138399266,0.5524667107623682,0.4249894772916096,0.26046999569520024,0.3101132438384334,-87.9000015258789,11,0.525,2,ok
sample_136,253,84.16809057162669,1.6231084921158025,0.2097461093010927,0.3463068090687438,0.08263608299525271,0.10895076727670093,-90.80000305175781,8,0.5454545454545454,2,ok
sample_137,381,55.82369934809393,15.300493907268725,0.13560389100036263,0.394452421237031,0.17459330632682904,0.23401479669917544,-134.5,8,0.5485564304461942,2,ok
sample_138,423,51.55291612925611,19.999999999999996,-0.01121339654496345,0.394202466168622,0.8295215062854555,0.8219056687825491,-154.89999389648438,10,0.5673758865248227,2,ok
sample_139,301,50.45678985224419,6.345864604836626,0.1512598289760868,0.3845542222420696,0.26077382962899937,0.3379659215037774,-103.30000305175781,19,0.53156146179402,2,ok
sample_140,246,52.31714212453763,7.547226227109237,0.3363665785240385,0.4090269531147667,0.26344809484210135,0.4400442515439133,-76.30000305175781,7,0.516260162601626,2,ok
sample_141,403,46.55597846157662,10.949370895054871,0.0833264555163441,0.39110191758030893,0.6666637540877631,0.7321693169683776,-141.0,8,0.5682382133995038,2,ok
sample_142,229,71.77705021975162,7.068514135459947,0.576193052771076,0.3971029561714832,0.5853860206052455,0.6568268585225926,-47.900001525878906,15,0.388646288209607,2,ok
sample_143,109,88.96868110140558,1.4073566955229995,0.14435758558376133,0.5389317997411104,0.6719158974758523,0.6883788916789756,-17.600000381469727,18,0.44954128440366975,2,ok
sample_144,253,76.69901756870844,3.7463280966184582,0.24359008069724522,0.38918247030829756,0.0251495368614833,0.06467165483103786,-84.5,8,0.5731225296442688,2,ok
sample_145,249,80.73485591196489,5.6454977240388295,0.5575573661198225,0.3462262691185632,0.5361254272267,0.587270018441015,-70.0,12,0.3855421686746988,2,ok
sample_146,253,58.700303032465655,8.860217603285083,0.14197194818021075,0.4132139196106154,0.5910845827649533,0.639819375800495,-89.30000305175781,11,0.5612648221343873,2,ok
sample_147,246,51.89077151016661,8.100792829986213,0.23865734461771052,0.37161049987632283,0.1960615378324599,0.32855392853036186,-76.5999984741211,10,0.5203252032520326,2,ok
sample_148,364,78.70072979984096,4.6693299085070334,0.32641970763549755,0.42350622068715743,0.014194950824258534,0.05642979223247929,-108.80000305175781,18,0.5274725274725275,2,ok
sample_149,286,41.382116475636494,10.09436372967169,0.31953671722931815,0.3836654588349706,0.417165876303091,0.6401960507338197,-100.5,9,0.5734265734265734,2,ok
sample_150,331,28.11920181945413,6.3637223668391645,0.5873576488294663,0.381308177349224,0.3732740103245399,0.4543298882538618,-111.0,15,0.5619335347432024,2,ok
sample_151,250,94.99993836708883,4.898039165657192,0.1989640778397003,0.5461360306160271,0.12825961930418178,0.13914664998516152,-34.599998474121094,44,0.3,2,ok
sample_152,421,92.50677848778241,2.449615124414405,0.30043214154990466,0.3952766193289998,0.3793360234911754,0.4163914141609157,-134.60000610351562,10,0.5130641330166271,2,ok
sample_153,405,66.37858041497917,6.995855461721591,0.5756993849602435,0.3774367026910464,0.05639449764574165,0.16870732995766097,-140.6999969482422,15,0.528395061728395,2,ok
sample_154,272,48.76241789788538,7.217158510308332,0.03016564754974882,0.34592591596465133,0.48619423211238655,0.5037836522551395,-109.0,8,0.5294117647058824,2,ok
sample_155,253,94.99848466557117,5.879693144697888,0.014955545991420882,0.37132430850031056,0.0001709038799052598,0.0006982602483291966,-100.19999694824219,8,0.5849802371541502,2,ok
sample_156,75,91.56611489814985,5.51101580699934,0.5303558454896325,0.4989232112883699,0.06543558972019564,0.09246368586609023,-18.0,10,0.5066666666666667,2,ok
sample_157,253,50.59268756227477,7.386525987289994,0.14830134192780542,0.3973493141862391,0.2748154927282807,0.35780616660855247,-88.80000305175781,11,0.549407114624506,2,ok
sample_158,253,48.22576877277243,6.327015171896176,0.050751513361365616,0.40247030365086633,0.04838918272997341,0.07575506764764268,-100.69999694824219,10,0.5770750988142292,2,ok
sample_159,76,94.99999136746847,6.71480272221191,0.35625231738371005,0.3259728059165919,0.40231157392858685,0.41063248180958645,-26.799999237060547,7,0.5394736842105263,2,ok
sample_160,254,88.75330151644549,9.417045315419905,0.4434645616481638,0.41163009839559717,0.0006524843970787952,0.005489006607914015,-86.4000015258789,10,0.5393700787401575,2,ok
sample_161,61,79.1205258465331,6.1285540003816825,0.5540368442292583,0.49230752115631393,0.5167572414409025,0.5658266573551504,-12.300000190734863,9,0.5081967213114754,2,ok
sample_162,254,44.47483600791364,5.124071809548055,0.250388576231255,0.41263818276839104,0.29589316927789777,0.4130571611069227,-80.69999694824219,10,0.5196850393700787,2,ok
sample_163,253,36.92646483422573,19.999999992293343,0.003845741504569733,0.367637112375739,0.5973049613380063,0.5988029070928659,-101.9000015258789,7,0.5928853754940712,2,ok
sample_164,225,67.19621823017499,2.4828376153270026,0.8044334790416188,0.4958067599196019,0.4781935098932577,0.6335931029236208,-51.5,16,0.49333333333333335,2,ok
