rfamseq_acc,seq_start,seq_end,label,seq_length,viennarna_Tm,viennarna_hill_coeff,viennarna_amplitude,viennarna_mean_unpaired_prob,viennarna_sd_pair_prob_10C,viennarna_sd_pair_prob_80C,viennarna_MFE,viennarna_max_loop_length,viennarna_gc_content,viennarna_dangles_model,viennarna_fit_status
FUYB01000019.1,10336,10250,0,87,92.99580403286248,2.48273804561056,0.10649695736149362,0.5124398949042913,0.4952520648284661,0.5082898433507481,-26.600000381469727,8,0.5632183908045977,2,ok
AP024619.1,966359,966463,0,105,21.680422515735735,3.0081409976977773,0.47668979977756837,0.4094345504386289,0.6926212182088102,0.7448370473435961,-39.400001525878906,9,0.6095238095238096,2,ok
MKQR01000028.1,99923,100016,0,94,80.37561605284795,6.4644550791415964,0.4823094353848532,0.3552834916817586,0.30416643348578754,0.3392401874354811,-46.5,6,0.7659574468085106,2,ok
FLQY01000039.1,1294,1196,0,99,34.9505615516269,6.121118901446996,0.03275378920875782,0.5130302183107202,0.9742089447951867,0.9858241731252146,-24.600000381469727,16,0.6363636363636364,2,ok
JXYE01000001.1,11056,10966,0,91,19.546958165251908,3.0454087274596007,0.5721135685919568,0.4714349936015823,0.5878232084868319,0.637409132262975,-25.5,10,0.6483516483516484,2,ok
LCZK01000010.1,229114,229025,0,90,85.16859534720264,1.8726893117703176,0.2453645101160583,0.37115814318089874,0.30743341414444386,0.34009016800127806,-33.0,4,0.6222222222222222,2,ok
QCYG01000002.1,293286,293390,0,105,76.90788824711991,3.7499442613705214,0.10186269860673344,0.3893705036653899,0.11004017152981564,0.12644369022515017,-39.20000076293945,7,0.638095238095238,2,ok
QQBB01000001.1,49358,49464,0,107,63.99995870513239,5.351083919713661,0.6852939585245963,0.40460653114095363,0.45081630363737346,0.626998958426743,-40.400001525878906,6,0.6542056074766355,2,ok
BMZB01000003.1,168624,168716,0,93,84.33261491908944,5.673501137416747,0.5445171287220776,0.4035861558387179,0.12925886109496423,0.16901640495717357,-33.599998474121094,8,0.6021505376344086,2,ok
FNJI01000032.1,49091,49001,0,91,41.91425908272895,12.33733539455919,-0.05851615407072186,0.5337388520004032,0.6772139001185872,0.6286974334192041,-21.899999618530273,11,0.5274725274725275,2,ok
DUZT01000123.1,934,1031,0,98,42.414879002917296,6.35114320176769,0.4085453145390633,0.43627746324871713,0.1573832716697372,0.37944835298730123,-28.299999237060547,6,0.6224489795918368,2,ok
CP048711.1,1869659,1869559,0,101,94.99997951179067,4.275673643257565,0.4324794441111378,0.4114726491409203,0.1387136279962522,0.1695679491503102,-31.100000381469727,9,0.5841584158415841,2,ok
CP074694.1,1701312,1701218,0,95,94.99999999997931,4.8051336854873545,0.4382644727492706,0.46818241287224854,0.3374704144820397,0.36262350938961735,-29.600000381469727,12,0.5473684210526316,2,ok
CP014140.1,1220954,1221054,0,101,5.202638609502614,1.9753471025245324,0.4507860153650217,0.4566810505026268,0.685208041156628,0.6901787159371252,-34.29999923706055,8,0.6039603960396039,2,ok
FMUX01000005.1,192531,192440,0,92,57.862280811066995,14.250425742169996,0.02876268063045173,0.5411482085451157,0.29836067166607017,0.307618001803752,-24.0,9,0.5760869565217391,2,ok
JACJFM010000017.1,41381,41275,0,107,56.804808926008626,8.720360781052458,0.08494536485732393,0.5032412316884317,0.19680458247563204,0.23133249423610802,-29.700000762939453,8,0.5514018691588785,2,ok
BBSY01000004.1,4416,4320,0,97,39.78421941689353,19.999999999936882,0.02169929428531625,0.3950182972555062,0.5053917061996333,0.5212207534443635,-36.599998474121094,6,0.6597938144329897,2,ok
UFUW01000001.1,93332,93241,0,92,45.07541983259436,14.705095268880504,-0.02068329005579378,0.4741484220027278,0.4576102523069329,0.4375822759600204,-22.200000762939453,10,0.5652173913043478,2,ok
QEYE01000005.1,173933,173813,0,121,83.65525273195037,3.521528929426002,0.6142636627155127,0.44684848805074345,0.4477413820009935,0.5292125868657118,-40.5,9,0.6446280991735537,2,ok
VIVQ01000001.1,22272,22344,0,73,88.69859533207143,4.0153207599375795,0.5734989940431482,0.4882641854775558,0.5219918292374449,0.5789252651157828,-27.5,6,0.6438356164383562,2,ok
LSTF01000058.1,65896,65799,0,98,80.54694120863304,2.7573017780240705,0.24174476680557178,0.4145776019959879,0.547017790034511,0.5843342623798298,-32.900001525878906,6,0.5918367346938775,2,ok
LQPZ01000008.1,12987,12892,0,96,51.34447307554881,5.735219506854013,0.3494622545402858,0.43068801742173696,0.30933519507698587,0.47182422553187087,-28.700000762939453,6,0.6354166666666666,2,ok
FNAQ01000002.1,51006,50902,0,105,39.63255581281371,19.999999999999996,-0.039842172243657395,0.44256194147182487,0.154296759738255,0.12811517765452765,-29.799999237060547,7,0.5714285714285714,2,ok
CP003735.1,1931741,1931649,0,93,38.29501528002324,7.98641122813289,0.20771917174736598,0.479376415824744,0.6655465732239807,0.7724058054733779,-25.0,9,0.5591397849462365,2,ok
WOYE01000009.1,801544,801443,0,102,56.20117111592153,7.041971091787618,0.428877561392913,0.4969104875615548,0.3661819589786781,0.5428703986837701,-22.799999237060547,12,0.5392156862745098,2,ok
AWGC01000006.1,230858,230949,0,92,94.99990277392008,5.460918707439665,0.2189902368838239,0.4370368458711001,0.303296069648241,0.312671167349312,-32.599998474121094,4,0.6739130434782609,2,ok
AP012304.1,4224860,4224963,0,104,87.15828984747316,5.6590799067051405,0.5370943738547366,0.3882003088122481,0.6277260478785472,0.6608491150608962,-40.0,7,0.6057692307692307,2,ok
MWQO01000006.1,110810,110901,0,92,94.99996345544702,3.147216014437585,0.1567206131235089,0.38454108327394865,0.23727150039202166,0.253531735217771,-41.099998474121094,13,0.7391304347826086,2,ok
SMMF01000941.1,47286,47391,0,106,75.68290934121555,4.326185930575499,0.5610044904232092,0.4211922568853074,0.21599609982121543,0.30439873482291935,-37.79999923706055,13,0.6037735849056604,2,ok
DS990604.1,61563,61655,0,93,44.90357919329631,14.31457583941061,-0.028577460683744893,0.427112543221731,0.5790755165958477,0.5516732200699483,-26.5,8,0.5591397849462365,2,ok
CP015698.1,1219868,1219775,0,94,5.05439119901062,1.1163818279652562,0.5302511015454455,0.45421064575375014,0.12346295845732343,0.14090644082159237,-29.299999237060547,8,0.5638297872340425,2,ok
LXYT01000001.1,1253896,1253806,0,91,40.11595207970648,10.05062344150564,0.2932690554581697,0.3749824643956651,0.6611169914967772,0.8527923515807967,-29.299999237060547,7,0.5714285714285714,2,ok
KK073875.1,1946183,1946093,0,91,44.93653181463208,14.541485684840898,-0.01378159297210202,0.43269212808763113,0.845109023035944,0.8319280129981577,-27.700000762939453,9,0.5714285714285714,2,ok
SEEB01000015.1,11576,11671,0,96,52.158274786946315,6.86463856113172,0.44965192863083603,0.4535438570539723,0.42299624640918426,0.6494144710972686,-29.600000381469727,11,0.59375,2,ok
AFBX01000854.1,4437,4327,0,111,55.006253655848774,19.99999950394087,0.01643728513780318,0.4728890639455851,0.29867098188919966,0.3055155030730757,-37.900001525878906,6,0.6756756756756757,2,ok
NQJD01000004.1,99698,99803,0,106,56.420735633760536,5.069087788850044,0.2675527508383364,0.4111513659850762,0.7144005242224016,0.8113303861754343,-36.099998474121094,6,0.6037735849056604,2,ok
VWXX01000003.1,63263,63356,0,94,92.45313005396648,3.0032531239412,0.24043319748777525,0.45609276574267144,0.41926968015332244,0.4466353661747872,-29.299999237060547,16,0.574468085106383,2,ok
LMNA01000028.1,94918,94827,0,92,94.99997491404865,3.433814103651155,0.30394562253665797,0.42509319226332215,0.12094187629694128,0.1499467613566379,-32.20000076293945,7,0.6521739130434783,2,ok
KK073875.1,5151704,5151796,0,93,41.92276412078932,19.999980704936267,0.010234013746002246,0.4003301481826559,0.3737732111103735,0.38204286874334564,-38.900001525878906,6,0.6666666666666666,2,ok
SRIC01000105.1,10307,10218,0,90,94.99999882748948,5.01144840395942,0.03387353071779533,0.2755970737258909,0.0008010680321305086,0.0025788143949009024,-54.20000076293945,6,0.6666666666666666,2,ok
HF990616.1,19663,19746,0,84,86.12449469343483,4.614874198203066,0.5373324690314785,0.4240609262729048,0.42468946362758697,0.4749925015148845,-29.399999618530273,7,0.5595238095238095,2,ok
CP000267.1,2718770,2718676,0,95,38.962134688921786,8.27164870022755,0.10931787289961126,0.5756917394951546,0.8419975870200054,0.9018930704728196,-17.0,14,0.5157894736842106,2,ok
FR888963.1,25905,25807,0,99,94.99983437297213,3.7250418676534975,0.49042623946342434,0.4473304361190222,0.10516906897701314,0.148212114114628,-29.700000762939453,11,0.5454545454545454,2,ok
CP003096.1,420746,420639,0,108,74.14582701051347,4.241842358657872,0.5472078506705511,0.49323912038602946,0.2891888248416124,0.3821968729566423,-28.799999237060547,7,0.5462962962962963,2,ok
FOUG01000002.1,183489,183384,0,106,72.69523534425453,6.400920810524393,0.5826418839208274,0.45815558267079914,0.5084548566497076,0.5847577088434974,-33.20000076293945,7,0.6037735849056604,2,ok
JACYLW010000007.1,49052,49148,0,97,32.85656757054473,6.397449987233296,0.6696548589970888,0.5232159671103407,0.7649374308117178,0.954452568598872,-27.100000381469727,13,0.5773195876288659,2,ok
SELO01000024.1,16798,16705,0,94,94.99995962866161,3.8832307437745284,0.2925852959342204,0.35148540247683535,0.2109632551499451,0.23498955025038493,-40.79999923706055,7,0.6382978723404256,2,ok
NKIN01000004.1,139641,139755,0,115,49.19824889899097,19.999999999999996,-0.09561638340373257,0.33395537415788235,0.9044969634844058,0.8052548243110527,-49.79999923706055,7,0.6608695652173913,2,ok
BMIF01000002.1,75548,75661,0,114,41.87331142480413,5.320471778953268,0.43527292674231755,0.40565847465194405,0.6593483531753195,0.86341542139385,-34.5,7,0.6140350877192983,2,ok
JAGXSW010000045.1,2759,2872,0,114,37.93570282285637,5.5199388735404655,0.04829309680400862,0.43000480638338073,0.9102600954256728,0.9305257304931287,-38.599998474121094,12,0.5701754385964912,2,ok
CP010904.1,2064127,2064010,0,118,72.13978161221995,19.999999999999996,0.4969753387917808,0.4654400047455007,0.19959024154524374,0.20084433508707308,-39.099998474121094,8,0.6186440677966102,2,ok
PDJI01000004.1,43254,43370,0,117,13.243224346045597,0.37893044623269523,0.7983125777142412,0.4104157502357675,0.3048531190815199,0.3338959370563046,-48.5,8,0.6752136752136753,2,ok
PGTB01000162.1,6991,7101,0,111,38.12285578834314,7.038290716119943,0.05951223542530637,0.47009145094783866,0.7951140048491305,0.8237215380801237,-32.0,13,0.6126126126126126,2,ok
LMDI01000024.1,5772,5656,0,117,75.89671825587726,5.345778595783778,0.589717880141622,0.3987388681281844,0.04123946892403831,0.11884349692189203,-40.29999923706055,7,0.6153846153846154,2,ok
GL501401.1,584654,584541,0,114,40.5015955893917,19.999999807342338,0.03915482666806763,0.4000192727635403,0.48029808443933997,0.5130705130942527,-41.20000076293945,7,0.6403508771929824,2,ok
CP022540.1,1712354,1712466,0,113,83.8750610369703,6.230055792074483,0.49680259788775283,0.40058583386534174,0.37867254938412154,0.4091969544096542,-44.29999923706055,6,0.6371681415929203,2,ok
CP025394.1,2240408,2240522,0,115,42.22410968109507,13.94061623698918,-0.026741370627286987,0.40760818177032115,0.6564514684527102,0.6344362112944169,-47.79999923706055,11,0.6782608695652174,2,ok
RKQZ01000001.1,214221,214338,0,118,94.99991022903113,4.9224856969127835,0.14931945321313456,0.4810245734859803,0.25425650407664113,0.2624000075409677,-39.400001525878906,12,0.6271186440677966,2,ok
WUBS01000001.1,178340,178456,0,117,54.88729865376742,8.933505230109636,0.13002378333103926,0.43893877664752956,0.2604830921651158,0.3223193786441084,-38.599998474121094,10,0.6239316239316239,2,ok
VYXP01000003.1,340173,340286,0,114,37.516269147930664,8.395456882299904,0.04038460361934493,0.44806907622441683,0.9609492645979281,0.9806626082965261,-39.599998474121094,14,0.6578947368421053,2,ok
QLIW01000004.1,244047,244159,0,113,74.0318943435847,5.619609769984373,0.5947285385802231,0.40707546741179085,0.35806000358646,0.4415470802949879,-40.400001525878906,5,0.6106194690265486,2,ok
SDAL01000001.1,1982330,1982442,0,113,94.96662284344194,2.1565985743203737,0.4296883823023217,0.4199425622244342,0.5271333051248124,0.5797777807823719,-42.900001525878906,7,0.6548672566371682,2,ok
CM001022.1,2195460,2195570,0,111,51.30130276572332,19.999999999999908,-0.0036766295025563167,0.34362802792635144,0.682953625643531,0.6792294162520841,-50.0,5,0.6396396396396397,2,ok
WXYQ01000011.1,68858,68748,0,111,41.516821419431466,5.519111696975123,0.19642090974508875,0.5501572961700391,0.8250121396211559,0.9190558790460928,-27.700000762939453,16,0.6396396396396397,2,ok
FSBZ01000006.1,18052,17937,0,116,62.226337664391956,8.11613919291261,0.6841338659243279,0.47010411299398813,0.41574567997190615,0.5907575802755063,-42.70000076293945,8,0.646551724137931,2,ok
AP008955.1,944363,944479,0,117,48.71611894238065,18.396026894905713,-0.06669749290510574,0.45362653669111175,0.7125514954146996,0.6431179108435505,-36.0,6,0.5982905982905983,2,ok
VDCQ01000005.1,28073,27963,0,111,56.29598616324967,10.253641059696843,0.19839994501440655,0.45317094054106616,0.39714106024545026,0.4818384849369231,-32.900001525878906,7,0.5675675675675675,2,ok
CP000774.1,2328672,2328784,0,113,64.98009294553893,11.74238072197393,0.4356181417446899,0.4088308643936971,0.44517972799833483,0.49849435075859805,-46.20000076293945,8,0.672566371681416,2,ok
JAKGSG010000022.1,1915,1799,0,117,41.937221272846806,10.794846995085408,-0.23878569125571436,0.347763837401389,0.6142694689058994,0.4225507972776316,-40.20000076293945,7,0.6410256410256411,2,ok
BSFM01000014.1,523521,523639,0,119,94.99990565197186,3.63268480461176,0.11284227841434347,0.37267263074870427,0.3941241921072477,0.4043338596135806,-52.0,6,0.680672268907563,2,ok
VZDO01000001.1,342566,342682,0,117,38.218495148640365,11.726549676931414,0.3522390396594146,0.41281480623182615,0.6453244847953582,0.8493008571421692,-44.79999923706055,9,0.6666666666666666,2,ok
CP072943.1,1694893,1694734,0,160,48.408513168474336,18.050835381001807,-0.0067245793288692735,0.43240359250106036,0.44258177244203634,0.43557968292304294,-53.900001525878906,13,0.6125,2,ok
VNIL01000002.1,197096,196969,0,128,55.61025902419997,15.101825344162538,0.039465546634558146,0.4150692924452763,0.16211279072672097,0.17984843930360792,-46.20000076293945,6,0.578125,2,ok
CP000509.1,462310,462422,0,113,54.27952311189594,19.999999999999332,0.04085609898068565,0.5085581720267746,0.5339645497606472,0.5548102601311381,-32.400001525878906,11,0.6106194690265486,2,ok
WBOU01000016.1,25978,26089,0,112,40.88273798426326,8.842315122155977,0.053324786864081375,0.44224387651173425,0.562870731217523,0.5967851865596884,-42.099998474121094,6,0.6339285714285714,2,ok
JACIDS010000002.1,502393,502506,0,114,27.122028306754306,1.0862236807210743,0.8576859331190696,0.4045397687153626,0.5654656690521989,0.652064184918102,-39.79999923706055,6,0.6403508771929824,2,ok
BBSY01000002.1,825986,825877,0,110,48.199119962053324,19.999999999999996,-0.1146944439448235,0.38693135689507835,0.30220100662331906,0.1848328702193422,-42.70000076293945,9,0.6818181818181818,2,ok
SNZP01000016.1,56627,56743,0,117,94.99999066812279,3.867479351566571,0.07509427849486061,0.36700682388833555,0.6030052807900217,0.6092172307249191,-47.0,8,0.5470085470085471,2,ok
AAWL01000003.1,175458,175557,0,100,55.49163050800619,18.294897188726786,0.001906531241246734,0.4122084908254538,0.8975654378834299,0.8984181722598781,-31.899999618530273,10,0.55,2,ok
FUWG01000002.1,192275,192402,0,128,69.04556152047735,19.999999999999996,0.5006103324104132,0.387255669946977,0.07232589210909568,0.0767140620314635,-45.900001525878906,8,0.53125,2,ok
CP042582.1,2253957,2254072,0,116,40.67418377296852,9.418767258388584,0.015534693099756636,0.4039620587682697,0.4340491443203379,0.44419589018886396,-42.70000076293945,7,0.6810344827586207,2,ok
BMHQ01000012.1,16373,16487,0,115,44.919432306827424,5.194338320498944,0.19686627386633382,0.3591374573143275,0.7916761284674598,0.8848643846691864,-39.29999923706055,7,0.5739130434782609,2,ok
BJVQ01000003.1,39579,39691,0,113,47.44802122809682,18.38537779729189,-0.03674019511295312,0.34654442168741195,0.44099321003628,0.40386205491503524,-49.599998474121094,6,0.7168141592920354,2,ok
LPWE01000002.1,151975,151867,0,109,53.96606137560899,18.578185682774873,0.03655044753567255,0.46947667528432985,0.2638605624373722,0.28439094974248197,-39.400001525878906,10,0.6146788990825688,2,ok
CP000449.1,2414158,2414042,0,117,92.4509701532149,3.9966312271256115,0.5634185225149341,0.3715827351944181,0.14517272516797636,0.19508442513467888,-40.0,5,0.6752136752136753,2,ok
AP019308.1,2750986,2750649,0,338,91.73058223976314,1.520754829869657,0.6632502938290565,0.42002324133622077,0.11307846249063377,0.18939191046408052,-92.69999694824219,14,0.5,2,ok
HF989026.1,14312,13965,0,348,64.68835980368175,3.1937630294861643,0.8000836215792374,0.5970288689240606,0.10776061569825787,0.2935607103736365,-49.119998931884766,43,0.43103448275862066,2,ok
JPVP01000058.1,249339,249828,0,490,48.882764834314216,19.999999999999996,-0.019623966978221885,0.4357045862296741,0.46688009408627434,0.45333738055901057,-138.0,13,0.463265306122449,2,ok
LECR01000039.1,61055,60715,0,341,75.11495173063511,4.834388958081527,0.6110326055332895,0.44412115830479976,0.43011899178742874,0.5221069824450142,-97.0,17,0.4838709677419355,2,ok
JACHKT010000002.1,220224,219926,0,299,39.62177742154217,19.999999999999996,-0.08568200620519528,0.38119227403169076,0.3437233397882918,0.2863214635092672,-78.69999694824219,8,0.3745819397993311,2,ok
CM002917.1,3231656,3231279,0,378,94.99714774564559,6.695845064713665,0.06428129481816314,0.3814221443159949,0.5004269916457307,0.5019372872404854,-131.1999969482422,11,0.5793650793650794,2,ok
