rfamseq_acc,seq_start,seq_end,label,viennarna_mfe_zscore,viennarna_delta_P_RBS,viennarna_delta_delta_G,viennarna_ensemble_diversity,viennarna_mean_positional_entropy,viennarna_mfe_zscore_shuffle_mode,viennarna_P_open_RBS_37,viennarna_P_open_RBS_55
AE014075.1,3052509,3052070,1,-1.0669174332865203,0.1474554892788168,41.22999954223633,93.34622382051262,0.9483970198939428,dinuc,0.4715070247907586,0.6189625140695755
AE014299.2,1734797,1734364,1,-3.4320445656771787,0.0931382397854751,52.34000015258789,106.92202519064448,1.0815926828390434,dinuc,0.2083121632584259,0.3014504030439011
AE015451.2,1549110,1549227,1,-4.087992544119888,0.0282734323902371,17.380001068115234,8.569152945327913,0.3205391317085449,dinuc,0.4988230011603607,0.5270964335505979
AE015451.2,2245706,2245773,1,-1.8632413000044583,0.0954185823838876,7.850000381469727,7.728921920234906,0.530570128229286,dinuc,0.5454430260291209,0.6408616084130085
AE016827.1,672984,673140,1,-0.6483463511940019,0.089346688933633,14.1899995803833,39.87151548542349,1.1141348912835038,dinuc,0.561772768815025,0.6511194577486581
AE016853.1,2388894,2388957,1,-1.1889769266189043,0.0574111095273577,6.869999885559082,3.744223192334649,0.3024975714474109,dinuc,0.5722644051948899,0.6296755147222476
AE017143.1,1485548,1485395,1,-5.567362270947681,0.0234807517291218,19.0,15.39005277326592,0.4899329971494933,dinuc,0.4374986621932925,0.4609794139224143
AE017180.2,2083369,2083721,1,-5.344454433864191,0.0614657870003517,52.849998474121094,34.84038599660564,0.3929671211499691,dinuc,0.3126568862656592,0.3741226732660109
AE017334.2,1108779,1109134,1,-2.1004887084404325,0.1330352544847207,40.05999755859375,80.2986575715626,1.1124597807939425,dinuc,0.5230695790351543,0.656104833519875
AE017340.1,37222,36798,1,-2.3573971435113132,0.0554474806470434,45.26000213623047,105.46363183500864,1.0969071799205776,dinuc,0.2844769561871325,0.339924436834176
AE017340.1,2672893,2672478,1,-3.088189505880309,0.0253249462631747,51.18000030517578,91.855728641778,0.9613583151456786,dinuc,0.3985966287287889,0.4239215749919636
AEDD01000015.1,87396,87765,1,-5.495107998572036,0.0115792213820518,48.30999755859375,76.90664744593104,0.9248382219380472,dinuc,0.1417420023549566,0.1533212237370085
AEVK01000026.1,18681,18269,1,-5.281691291392169,-0.0038686332687908,55.18000030517578,46.8563471320986,0.5253446756228345,dinuc,0.3732151697151534,0.3693465364463625
AFDH01000112.1,106685,106294,1,-3.347193077048509,0.0256769462221241,42.189998626708984,104.63362490207844,1.2059818250038132,dinuc,0.4118876736575601,0.4375646198796843
AFHG01000045.1,14959,14657,1,-2.6068751287596603,0.043335317957468,38.839996337890625,49.53477655165277,0.7489216638128842,dinuc,0.5600448731879404,0.6033801911454084
AFJL02000053.1,59426,59630,1,-3.2549060124961144,0.073913760103122,21.940000534057617,19.94303918173686,0.4452285064928423,dinuc,0.4314249898952447,0.5053387499983668
AFPO01000013.1,58839,59267,1,-1.9308641245823424,0.0760547428379415,53.589996337890625,60.29007927455372,0.6408178952442914,dinuc,0.5097000228432538,0.5857547656811953
AGIF02000001.1,2381658,2382051,1,-3.4776846883441688,0.1304619199450098,51.910003662109375,47.4002121327075,0.5589895648808259,dinuc,0.2929825239200631,0.4234444438650729
AHBZ03000014.1,63826,63384,1,-5.211421304834916,0.0588456714525612,53.439998626708984,61.15468831183986,0.6166212065716385,dinuc,0.444376434186106,0.5032221056386672
AHBZ03000027.1,1112248,1112668,1,-2.3599224462947763,0.0707562590381962,49.32000350952149,97.3553030447748,0.979562340113105,dinuc,0.4153305809128437,0.4860868399510399
AJYK02000024.1,43040,42640,1,-2.379889295963335,0.0972763849395221,44.060001373291016,65.31489565060178,0.7539593349194148,dinuc,0.3757733809243245,0.4730497658638467
AJYK02000032.1,19960,20433,1,-3.2346680001764043,-0.0027003678737003,54.04999542236328,133.77511880791135,1.245877157681109,dinuc,0.2635134892887793,0.260813121415079
AJYW02000097.1,11211,10778,1,-4.3709865001107575,0.0408005126979368,52.769996643066406,63.42892479209276,0.6847647857332606,dinuc,0.5522085266468647,0.5930090393448015
AKGD01000003.1,412475,412405,1,0.695742420795593,0.0209734717741879,7.589999675750732,21.793535098445854,1.2352181630418202,dinuc,0.4979674426243684,0.5189409143985563
AKJA01000100.1,13609,14013,1,-3.726973489176858,0.0162904871991992,52.83000183105469,113.35568886618952,1.172696119550073,dinuc,0.1398152866533467,0.156105773852546
AKJA01000153.1,2005,2385,1,-1.5366274632615664,0.0242541201376772,51.01000213623047,75.89700114917979,0.8948496031123652,dinuc,0.160548881084384,0.1848030012220612
AKKV01000019.1,142187,142549,1,-3.1629037034211267,0.0593733018457476,44.349998474121094,84.74251789142522,1.000317427379062,dinuc,0.5458227177471678,0.6051960195929155
AKKV01000021.1,55287,55685,1,-3.7114094216250577,0.173697212760206,49.0099983215332,95.43611472016912,1.046380139005741,dinuc,0.4291762822978242,0.6028734950580302
AL117189.1,35989,36121,1,-0.3162275737648048,0.115890854714888,13.699999809265137,21.32135821160922,0.7652173860642043,dinuc,0.3356215789794248,0.4515124336943129
AL590842.1,1360742,1360592,1,-1.2000266964555188,0.0370790176717727,17.240001678466797,24.335224790768823,0.5850404907242821,dinuc,0.6555641381554637,0.6926431558272365
AL590842.1,1604240,1604374,1,-1.5315172831822783,0.0881548296477031,13.709999084472656,21.66502059593292,0.7150872525233315,dinuc,0.6844790176972683,0.7726338473449714
AL590842.1,1640745,1640856,1,0.3231569049472336,0.1534594087937679,10.929999828338625,24.409304248638477,0.9505762973376372,dinuc,0.3688446739944332,0.5223040827882012
AL590842.1,2098677,2098606,1,-0.8086187393928368,0.020540459782427,6.37000036239624,7.322609588960506,0.4898153431819689,dinuc,0.5452725706890621,0.5658130304714891
AL590842.1,2457295,2457598,1,-0.9056547087790268,0.1544394861543646,33.91999816894531,55.03006806188253,0.8090903474965632,dinuc,0.5468530322114007,0.7012925183657653
AL590842.1,2679841,2679959,1,-2.180992949215599,0.0602234392198336,12.0,13.957993257227791,0.5125988353211072,dinuc,0.5495907553312248,0.6098141945510585
AL590842.1,2984138,2984599,1,-3.726553039043855,0.0568183033871124,55.6199951171875,85.76829643051859,0.7908816078353916,dinuc,0.4585261551588739,0.5153444585459863
AL590842.1,3240329,3240147,1,-1.6739490704934523,0.0574025985271956,21.040000915527344,28.748747593798253,0.6797385617468511,dinuc,0.4616913028050209,0.5190939013322166
AL590842.1,3248678,3248590,1,-1.3050841460897713,0.0385184974837803,8.200000286102295,8.88260314850161,0.4621756192035998,dinuc,0.6609247619570227,0.699443259440803
AL590842.1,3764130,3764038,1,-0.507212843319053,0.1160127183454065,10.579999923706056,11.655579575207184,0.6413998747087059,dinuc,0.3891052798213205,0.5051179981667271
AL590842.1,4065469,4065056,1,-3.3672490428587,0.0416301163616146,48.12000274658203,57.70406914347906,0.6468106262750296,dinuc,0.3077157947602889,0.3493459111219035
AL590842.1,4578870,4578681,1,-4.098511274946225,0.0462621827151435,22.94999885559082,8.780533685990708,0.2395490563542228,dinuc,0.4937904187714638,0.5400526014866074
AL591824.1,204468,204339,1,-0.1621864774429669,0.1578215193917229,10.93000078201294,30.650056824928843,1.0629624988257915,dinuc,0.5126207704024488,0.6704422897941718
AL935263.2,1058791,1059118,1,-1.1072203384286805,0.1005358482731144,38.53999710083008,65.76932870729867,0.8728979759248685,dinuc,0.412110417712222,0.5126462659853365
ALXG01000030.1,22374,21992,1,-1.3415882840956612,0.0639579480818448,36.37999725341797,63.546218875138585,0.7875803048849698,dinuc,0.6779866516828837,0.7419445997647286
AM260480.1,2176004,2175574,1,-3.724346105820422,0.0342351250649728,62.64000701904297,87.77507560469299,0.8081311731385938,dinuc,0.2829356254006686,0.3171707504656414
AMRG01000008.1,50931,50476,1,-4.927061234917752,0.0321126539981,56.32999420166016,61.80378408564713,0.6304364096691257,dinuc,0.5532027400265237,0.5853153940246237
AMRI01000019.1,19291,18867,1,-3.2613240531466823,0.0077979604428808,57.37999725341797,43.241260140789464,0.489500863444669,dinuc,0.2902559030008558,0.2980538634437367
ANBP01000006.1,105256,105621,1,-4.692325852517567,0.0435345855585956,53.970001220703125,33.85444833154907,0.4285497060418637,dinuc,0.3422005059530464,0.385735091511642
AODH01000019.1,46935,47319,1,-3.343623931186623,0.0518910608299826,50.560001373291016,62.62709807123221,0.7143342995885699,dinuc,0.4000738511332774,0.45196491196326
AOFT01000003.1,63230,63642,1,-5.647270839633818,0.1423380975894903,56.350006103515625,72.13222994531732,0.7369262549329362,dinuc,0.5647764658730972,0.7071145634625875
AOFT01000005.1,94911,94541,1,-6.135388262886216,0.0536081426960538,49.709999084472656,69.01292050406425,0.7924896399155541,dinuc,0.3073984446891798,0.3610065873852336
AP008955.1,903194,902733,1,-1.3188441371588653,0.1343918926568831,45.91999816894531,111.5621690798316,1.111014344994572,dinuc,0.3050090234364119,0.439400916093295
AP009333.1,91828,91480,1,-3.227582365493788,0.0716318480092278,40.22999572753906,63.306631388234656,0.8080708041897272,dinuc,0.3781119037727108,0.4497437517819387
AP010872.1,579466,579094,1,-3.996455385300967,0.0765398632035968,44.03000259399414,73.73416613428903,0.8737412645428851,dinuc,0.3399886793834012,0.4165285425869981
AP011177.1,2813333,2813777,1,-1.961282617633956,0.0335623917742983,47.52000045776367,105.51993622051982,1.1167451535848434,dinuc,0.516846707861452,0.5504090996357504
AP011177.1,2892852,2892441,1,-3.081410903188285,0.1883892177177894,46.029998779296875,94.87061915750732,1.011597888277546,dinuc,0.4494640999786958,0.6378533176964852
AP012551.1,1189904,1190328,1,0.3945991536893789,0.0093603237244914,46.2599983215332,124.84415441278256,1.2973397063392047,dinuc,0.4050697449558858,0.4144300686803773
AP013066.1,2217055,2217444,1,-3.4175817262541623,0.0332670753603032,54.74000549316406,57.90536205914426,0.5894621915603103,dinuc,0.2080372808642527,0.241304356224556
AP013066.1,2398899,2399217,1,-1.1880959712724195,0.001311727707558,38.060001373291016,89.55125115764164,1.130329033077937,dinuc,0.2104265396355007,0.2117382673430588
AP013068.1,5191178,5191066,1,-1.601085842465059,0.0100543736417798,18.36000061035156,6.263915348558469,0.2257719017436414,dinuc,0.5547544728731854,0.5648088465149652
AP014546.1,2339916,2339480,1,-0.6361574651646253,0.0738557010835931,47.48999786376953,90.7204053663498,0.9306215596202614,dinuc,0.5247395668714562,0.5985952679550494
AP014683.1,116865,117196,1,-1.1084092794758238,0.0885252793443828,45.959999084472656,81.31024582318273,1.0914763238626732,dinuc,0.4076594785667201,0.4961847579111029
AP014879.1,863622,864003,1,-2.251452257842225,-0.0011555565006935,48.25,86.76162449662047,0.9857555039441628,dinuc,0.3548829391114264,0.3537273826107328
AP014879.1,2524925,2524534,1,-4.877954912272611,0.0073891027082365,54.959999084472656,44.93046789819432,0.4967776955999998,dinuc,0.4283010569920913,0.4356901597003279
AP014936.1,949670,950054,1,-5.064662830971218,0.0184711938270757,56.6199951171875,54.94800686800474,0.5793157824258398,dinuc,0.3978056418600401,0.4162768356871159
AP014936.1,2578309,2578739,1,-3.439735468356211,0.053050736297424,64.66999816894531,39.35596813321184,0.3887659530856412,dinuc,0.315590522314947,0.368641258612371
AP017312.1,1395356,1395030,1,-2.248039354064696,0.0394972640577802,36.67000198364258,85.73550196434165,1.13053801183813,dinuc,0.5365956240920674,0.5760928881498476
AP017312.1,3542205,3542621,1,-3.287393643623222,0.130796390313459,50.20999526977539,90.87961543002989,0.8759181835959511,dinuc,0.2504403166449025,0.3812367069583616
AP017372.2,89016,89469,1,-4.706441336928826,0.0110424181123049,61.350006103515625,110.93685111313606,0.9542054506845842,dinuc,0.1706434500145329,0.1816858681268378
AP017656.1,166250,166343,1,-2.973428388142467,0.0892754774763632,15.469999313354492,17.98755296832844,0.7277219706381816,dinuc,0.3906489565170974,0.4799244339934607
AP018052.1,429129,428737,1,-1.5134232681182231,0.0052994576100905,49.55999755859375,79.61156369232921,0.8909189214564828,dinuc,0.2890285362434217,0.2943279938535122
AP018439.1,1998453,1997966,1,-4.674640208485722,0.0598355097413791,57.93000030517578,56.09954041783113,0.5261119436622341,dinuc,0.5853070257138797,0.6451425354552589
AP018738.1,775115,774790,1,-2.728684653682381,0.053485906044991,42.53999710083008,77.7702213215193,1.06420251553873,dinuc,0.3539495854494263,0.4074354914944173
AP018933.1,164178,163750,1,-4.807460044191568,0.0171047273414034,55.910003662109375,84.64920559801955,0.7968795735838007,dinuc,0.3209773368631415,0.3380820642045449
AP019400.1,6247155,6246772,1,-0.4015280460652849,0.1565239423426772,41.810001373291016,64.01956502116968,0.7227671989857458,dinuc,0.5294354407894327,0.6859593831321099
AP021875.1,4682562,4682141,1,-3.0191083727163184,0.0998384400232672,45.6300048828125,112.76438996294516,1.171728783820572,dinuc,0.6030921818297375,0.7029306218530047
AP021881.1,665328,665678,1,-3.829315312351718,0.0506959523699164,44.41999816894531,60.482834931107334,0.7210078621128808,dinuc,0.2565858628380461,0.3072818152079625
AP022853.1,1241044,1240657,1,-2.274022907080824,0.0746134807651621,43.31999969482422,101.4302543646712,1.1255006635978402,dinuc,0.4716515756263811,0.5462650563915432
AP022853.1,1657426,1657067,1,-1.6728607519407173,0.0523393290449539,39.480003356933594,109.22330556782576,1.3017346160228045,dinuc,0.3109210637047004,0.3632603927496544
AP023240.1,3788906,3789295,1,0.9188824523019103,0.1205587438957684,40.029998779296875,105.11726783889983,1.3055683729596637,dinuc,0.3403888360968772,0.4609475799926457
AP024233.1,1105191,1104844,1,-2.2080767002853823,0.0661814977197332,36.16999816894531,74.87396006112982,0.891508282681475,dinuc,0.4441866265273962,0.5103681242471294
AP024233.1,1906808,1906462,1,-6.506603053755496,-0.0093757265370921,41.6199951171875,48.623361472488554,0.6706716717899509,dinuc,0.4743288876386932,0.4649531611016011
AP024601.1,2986016,2985575,1,-3.301345125653084,0.0280125027387989,48.43999481201172,93.856942592119,0.8624685918104484,dinuc,0.3669566988125003,0.3949692015512992
APHR01000037.1,54191,53786,1,-2.506474641687263,0.0718035341784767,50.44999694824219,134.45895471421437,1.3682627833814889,dinuc,0.3651890417016724,0.4369925758801491
AQQO01000221.1,335,246,1,1.1455064507829422,0.1174508191657868,5.970000147819519,16.084140513457598,0.7966386860294034,dinuc,0.6586289633352789,0.7760797825010657
AQQV01000002.1,680955,680622,1,-3.3289526824049593,0.0035807927105607,40.22999572753906,46.97151179848505,0.6644578051639848,dinuc,0.5025182513356469,0.5060990440462076
ARZY01000010.1,97477,97902,1,-2.684401450747756,0.0733597446035774,48.04999923706055,85.89993901916408,0.8999710894748327,dinuc,0.3317096223262628,0.4050693669298403
ASWO01000001.1,330078,329691,1,-0.6386650627135709,0.166489334372951,35.13999938964844,112.22116065797972,1.3337965053886085,dinuc,0.5905886412307021,0.7570779756036531
ASWO01000007.1,179840,179450,1,-2.7777340151526553,0.0860173002746725,43.019996643066406,75.22828333442709,0.8297329662748029,dinuc,0.3661246720834137,0.4521419723580863
ASXJ01000337.1,18923,18816,1,-2.5584129017922788,0.082134807512081,14.709999084472656,18.07313416509208,0.6775761012384278,dinuc,0.3228951231216367,0.4050299306337177
ATCL01000009.1,10950,11270,1,-2.37725826766139,0.140687893675822,37.369998931884766,73.82505921343177,1.0136167089824843,dinuc,0.4981270738370578,0.6388149675128799
ATJV01000013.1,33846,33414,1,-4.315038432910236,0.039116959076304,66.36000061035156,47.471134054321354,0.4153553255228746,dinuc,0.3200783200058471,0.3591952790821511
AUYB01000133.1,17412,17752,1,-2.594215025370017,0.011483517667912,38.38999938964844,51.01658077358939,0.7018276611364963,dinuc,0.247966392187061,0.2594499098549731
AUYT01000001.1,1671509,1671048,1,-4.226709167471884,0.0544268524725573,49.08000183105469,52.38919555764864,0.540968423572631,dinuc,0.3308429170256805,0.3852697694982378
AVBG01000001.1,364220,364612,1,-5.444153159992015,0.1341326567298154,48.459999084472656,53.95163947700354,0.6512835179200214,dinuc,0.3996018680370755,0.533734524766891
AVPF01000014.1,16286,15957,1,-3.7139962975927863,0.0276671510136025,36.65999984741211,79.38154010028869,0.9163420833571816,dinuc,0.1531947812019033,0.1808619322155059
AVPT01000001.1,119263,118937,1,-2.909838509571838,0.0413907664062954,52.18999481201172,85.93376686990196,1.1305358567683177,dinuc,0.3175705950580131,0.3589613614643085
AWGA01000011.1,91954,92371,1,-1.9750170682221757,0.1060236460852998,52.310001373291016,122.25327530777945,1.2801324223682529,dinuc,0.1856018352878797,0.2916254813731795
AWTT01000047.1,11899,11497,1,-2.232413396214082,0.0310654382170237,41.29999542236328,70.22346289865838,0.7844438188863253,dinuc,0.2561159627024006,0.2871814009194244
AWWH01000164.1,40874,41227,1,-2.309866171262208,0.0478986232041946,43.660003662109375,61.93884533376752,0.776737105136343,dinuc,0.3208944163785112,0.3687930395827059
AYKS02000077.1,19743,20186,1,-3.980166633702313,0.079761063645454,57.94999694824219,74.19225782175047,0.7095866321968007,dinuc,0.2920369801775789,0.371798043823033
AYKS02000100.1,61453,61235,1,-2.680174036209885,0.2029354582051505,26.580001831054688,34.231194952776974,0.7078356418282233,dinuc,0.4524378678683562,0.6553733260735067
AYKS02000108.1,54356,54185,1,0.4259609051621436,0.0996152350641799,17.350000381469727,38.49129589074049,1.0000705928260754,dinuc,0.5722003172589569,0.6718155523231368
AYKS02000112.1,27157,26732,1,-6.242340854027508,0.1141893575121262,51.339996337890625,59.71021932858075,0.6274641547101775,dinuc,0.4568902535408849,0.5710796110530112
AYYO01000017.1,37348,36999,1,-1.614781380484308,0.0546601548832518,40.79000473022461,53.07237315703727,0.6703935975384945,dinuc,0.3430349424807588,0.3976950973640106
AYYS01000016.1,16170,15796,1,-1.010405604478699,0.1145628108226652,34.51000213623047,77.20355771293218,0.9088655002461522,dinuc,0.539155412532151,0.6537182233548163
AYYX01000033.1,10222,9812,1,-1.8438742097023284,0.139163323005615,41.33000183105469,102.48935367368368,1.1919311291128312,dinuc,0.6230655740285541,0.7622288970341692
AYZJ01000050.1,45426,45836,1,-2.189512858509141,0.0133537536762898,52.61000061035156,81.39335086348487,0.8493776870898588,dinuc,0.2776637919409176,0.2910175456172075
AYZK01000001.1,110710,111088,1,-6.506650407450444,0.0563812038221121,48.099998474121094,61.026980209662526,0.6675953756406319,dinuc,0.2747157900628266,0.3310969938849388
AZCX01000002.1,40968,41408,1,-4.528279649736402,0.0410310442424229,57.989990234375,47.79888083214301,0.5397344622393041,dinuc,0.1796739339769932,0.2207049782194161
AZDA01000046.1,92517,92091,1,0.7712987815196318,0.0738388783466689,43.269996643066406,133.03869984813915,1.3476530103537947,dinuc,0.472853259664336,0.5466921380110049
AZDG01000004.1,94290,93909,1,-2.161675705488918,0.0863647896895478,37.32000350952149,106.13995358346446,1.281167148924906,dinuc,0.654250510865264,0.7406153005548118
AZEC01000008.1,70276,70621,1,-4.14793117658118,0.0142741474166091,47.19999694824219,60.53225159392306,0.7202581055014201,dinuc,0.146789335805524,0.1610634832221331
AZEU01000240.1,5254,4873,1,-2.2645291765877245,0.0486798227399388,44.529998779296875,80.91665829698023,0.9269548086329932,dinuc,0.3904462933771105,0.4391261161170493
AZEU01000244.1,1066,660,1,-3.923904973518076,0.0078610982773549,48.68000793457031,87.72945796330222,0.9979749909529476,dinuc,0.4795961377168077,0.4874572359941627
AZFF01000001.1,316837,316445,1,-4.188629039216972,0.0515721975303034,44.839996337890625,81.96337921285776,0.9143225520682612,dinuc,0.4185008342244317,0.4700730317547352
AZFT01000006.1,76107,76493,1,-2.824065794373862,0.1121618860265302,48.86000061035156,53.59872001277123,0.6634277124419696,dinuc,0.3672249038890643,0.4793867899155946
AZFX01000072.1,32981,32606,1,-0.8570165332023212,0.0231418932511762,38.14999771118164,88.17121290111324,1.0980011815752635,dinuc,0.3554436421137458,0.3785855353649221
AZGA01000006.1,57791,57405,1,-2.35973927389148,0.0230896942286004,39.32000350952149,101.02169235919676,1.1462784768608938,dinuc,0.4597812452360691,0.4828709394646695
AZGA01000065.1,19195,18824,1,-3.0006856640848327,0.0399130375443271,41.459999084472656,59.99380825631974,0.710644471727283,dinuc,0.5898283844167721,0.6297414219610993
AZSV01000003.1,100792,100725,1,-0.5467807542942578,0.0294099659526437,6.890000343322754,8.66564294172007,0.6053428814013241,dinuc,0.3771609898647388,0.4065709558173825
BA000019.2,323243,323301,1,-0.76963811714321,0.1395264947757782,5.820000171661377,8.63289270259922,0.6749881655155187,dinuc,0.546045801748074,0.6855722965238523
BA000019.2,2174165,2174295,1,-0.2135626160867842,0.1392500396298399,13.460000038146973,42.33949224089411,1.3129130607136392,dinuc,0.3453134375908914,0.4845634772207313
BA000022.2,460734,460688,1,-0.1611922651044802,0.0787334439839443,3.6399999856948857,6.046540571748669,0.6291691164034808,dinuc,0.6753091603770927,0.754042604361037
BA000028.3,606090,606478,1,-2.2277274639390954,0.071798097965208,46.37000274658203,113.13884848002702,1.2271223927597212,dinuc,0.4405156538826339,0.512313751847842
BA000032.2,551875,551443,1,-3.671186167079906,0.0460365358614515,51.61000061035156,44.37443984717445,0.4828301880975768,dinuc,0.2823022637205162,0.3283387995819678
BA000032.2,1368413,1368823,1,-0.8103925970672144,0.0176310921979878,42.47999572753906,99.47975480662936,1.0756534969863352,dinuc,0.2314579654605426,0.2490890576585304
BA000039.2,889417,889465,1,1.6642671820736514,0.0489495016425298,3.2099999487400055,9.569533772903968,0.897642238140569,dinuc,0.7650388752220288,0.8139883768645587
BA000040.2,5775907,5775809,1,-1.7971542516172825,0.0335772498447775,14.299999237060549,11.722258654318686,0.496315485361845,dinuc,0.4233452481430249,0.4569224979878025
BA000040.2,5776213,5776303,1,-0.6616213630865015,0.071271018469923,14.25,7.057541529725655,0.352165206244944,dinuc,0.3047752056731261,0.3760462241430492
BAEN01000026.1,468,53,1,-0.5936264357128395,0.0665120953385212,43.14999771118164,126.38036270410667,1.2614218046916046,dinuc,0.4431751000964629,0.5096871954349841
BAEN01000068.1,162599,163054,1,-2.4784321252097548,0.0426099063084087,53.19000244140625,84.0762671875413,0.7937556042397237,dinuc,0.4562065600283159,0.4988164663367246
BAEO01000013.1,37458,37896,1,-3.0959042630662843,0.0577984137852888,53.349998474121094,72.60167192522871,0.7402867340149322,dinuc,0.3510693486310239,0.4088677624163128
BAFF01000001.1,43347,42925,1,-1.3437027392001046,0.040400283353148,49.5,91.21138794791658,1.006804781187765,dinuc,0.3547696329918891,0.3951699163450371
BAFF01000006.1,91054,90592,1,-3.669165452919539,0.0950380263017268,53.599998474121094,110.67303106037008,1.0830304876695382,dinuc,0.4526889320748973,0.5477269583766241
BAFF01000015.1,22097,22510,1,-2.154918565080901,0.0468795017361666,48.519996643066406,65.12097993940341,0.6730684332234889,dinuc,0.2319999039543546,0.2788794056905213
BARX01000001.1,290513,290825,1,-2.038835878796502,0.1004722630875769,36.08000183105469,54.928731496611896,0.776946195087862,dinuc,0.3425555395100449,0.4430278025976218
BATJ01000001.1,425288,424859,1,0.6796278883699162,-0.0140480004422194,45.779998779296875,87.1072743934252,0.9442957634026288,dinuc,0.4308163549274695,0.41676835448525
BATJ01000011.1,97631,98071,1,-4.946224118793921,0.0441135452319642,54.40999603271485,81.5909773710331,0.7882765681745604,dinuc,0.3206174672837754,0.3647310125157396
BATL01000025.1,91752,92177,1,-1.884629746306638,0.0418426076494468,45.20000457763672,75.37909580013383,0.7662390325857465,dinuc,0.2753855104372116,0.3172281180866584
BATL01000100.1,1215,1623,1,-0.4221514945734557,0.0145111017880486,43.1099967956543,104.741577828464,1.15349302738556,dinuc,0.1773452922901534,0.1918563940782021
BATM01000044.1,35298,35730,1,-3.60588480153664,0.0503124769406281,49.95000457763672,85.71374762073162,0.8161981010098049,dinuc,0.4627357803789083,0.5130482573195364
BATM01000049.1,10974,11412,1,-2.997762971210561,0.0608698942286587,48.1400032043457,82.63663471729247,0.905732271544376,dinuc,0.3916823530802421,0.4525522473089009
BAUW01000001.1,160033,159616,1,-2.033517825359128,0.0704025609756082,42.1199951171875,122.14021540699532,1.307680578388788,dinuc,0.4477292039176684,0.5181317648932766
BAUW01000014.1,13810,14233,1,-0.4568712332300895,0.0966251386361436,48.07999801635742,137.09590004625105,1.4953714512325178,dinuc,0.4050633215996219,0.5016884602357655
BAXA01000011.1,72794,73149,1,-2.045918786456107,0.0943138283177346,41.13999938964844,93.71230574407416,1.070524109814073,dinuc,0.6029013980627421,0.6972152263804767
