rfamseq_acc,seq_start,seq_end,label,seq_length,nupack_Tm,nupack_hill_coeff,nupack_amplitude,nupack_mean_exposure,nupack_MFE,nupack_max_stem_length,nupack_max_loop_length,nupack_gc_content,nupack_sd_pair_prob_10C,nupack_sd_pair_prob_80C,nupack_fit_status
QUQO01000001.1,1412518,1412423,0,96,94.9999999048315,5.504838875661364,0.4238125753292846,0.42887498187649825,-31.087276458740234,22,10,0.6875,0.4204736963555816,0.4397065418241147,ok
JACICF010000002.1,146040,146148,0,109,91.44531166058293,4.120417268149789,0.5617792144763548,0.470454325226979,-29.563493728637695,31,10,0.6605504587155964,0.4472875480611017,0.49607755653801333,ok
CP015614.1,1903103,1903229,0,127,94.99985070457993,3.532143659032959,0.36565689979117844,0.41325863218974973,-40.48970031738281,16,12,0.6299212598425197,0.3966809556845635,0.4305855551285377,ok
SSXI01000226.1,26060,26151,0,92,73.74246614213389,4.683575241354909,0.38677545707334526,0.5073255349947962,-24.51386260986328,15,11,0.6847826086956522,0.4772561991383976,0.5406876931485457,ok
KQ948015.1,281751,281628,0,124,47.92297160843586,6.072300772931759,0.14291002644480716,0.5045973842446253,-32.58831787109375,14,20,0.6774193548387096,0.4639585324863037,0.5389853080744437,ok
FNCY01000002.1,181239,181332,0,94,41.8011830723898,8.010030485090908,0.051117890767588436,0.5814764382886538,-18.048738479614258,13,18,0.6382978723404256,0.5619627777755732,0.5940531971719507,ok
FOPJ01000006.1,43249,43157,0,93,85.42295042737852,4.09289006044891,0.5752632875118158,0.4882877902705784,-19.833637237548828,17,9,0.5806451612903226,0.4579778594443711,0.5213085640938329,ok
RHHQ01000007.1,423626,423714,0,89,79.5633438722198,2.5685539090534473,0.6957198636946016,0.48335647944260024,-14.818795204162598,28,6,0.550561797752809,0.42574374930660674,0.5366881983695353,ok
STGJ01000003.1,124002,124094,0,93,81.79591763554679,5.272305194841764,0.5621234373815278,0.5321759954639577,-21.958465576171875,15,12,0.6129032258064516,0.5076858658804816,0.5618380120866946,ok
CP007029.1,2465645,2465549,0,97,94.44967598872311,5.163206565282544,0.5304141555946736,0.4516107153319589,-27.478260040283203,18,12,0.6288659793814433,0.43958641046916797,0.4664741487349773,ok
BMAY01000014.1,20027,19938,0,90,68.68254932385385,6.24739627897733,0.6247448999644086,0.5640246923374557,-15.018915176391602,22,23,0.4888888888888889,0.5142834617723366,0.6264454736999266,ok
CP039852.1,2749739,2749635,0,105,47.172167576186716,6.752203903992436,0.14526681103711703,0.6261375825186414,-15.975927352905273,11,10,0.5142857142857142,0.5805701421775411,0.663994793990608,ok
QRAS01000001.1,554951,555044,0,94,43.08994853124165,8.620168470777335,0.022054422857818334,0.561866250377519,-20.030332565307617,9,12,0.5106382978723404,0.5529452971121319,0.5679739951895756,ok
BJUK01000003.1,149102,148983,0,120,82.14920686556918,5.567163264354404,0.41765899812751417,0.4719785736918456,-35.92830276489258,14,24,0.6583333333333333,0.4562186106907166,0.4917740723419715,ok
CP025682.1,596841,596740,0,102,65.35107588050283,4.477801898815765,0.1871574081394758,0.6022447119378267,-24.509103775024414,10,12,0.5882352941176471,0.5797976568408147,0.6253342927696517,ok
CP053069.1,61251,61154,0,98,83.32581562867216,3.4376168781676517,0.6203871357660613,0.42531255050584366,-26.168577194213867,31,10,0.6632653061224489,0.3832115101688105,0.46794015977339903,ok
WOYE01000009.1,414402,414487,0,86,56.29478646159481,5.160699182968726,0.2905812840229075,0.6307042394202361,-10.871221542358398,10,12,0.5581395348837209,0.5769499049441135,0.6835989570974735,ok
SJZI01000050.1,150447,150346,0,102,67.79367784363896,6.371113267635089,0.38538019362372156,0.504173870207724,-24.762475967407227,15,9,0.5882352941176471,0.47220305879188207,0.544684319180314,ok
JAABLQ010000001.1,2593560,2593655,0,96,94.93486051041137,1.359082906427387,0.7379583078099946,0.5131514604186275,-23.469295501708984,14,15,0.6354166666666666,0.4706073438862845,0.5487908269164792,ok
FUYB01000019.1,10336,10250,0,87,36.25250575366651,19.999999999999773,0.02196896252837488,0.5994461884577968,-14.739168167114258,5,20,0.5632183908045977,0.592492524221986,0.6013338085497023,ok
AP024619.1,966359,966463,0,105,40.99710127328254,19.999999999972776,0.04209043417694802,0.5116770656665454,-26.05803871154785,11,6,0.6095238095238096,0.4854797776337002,0.5168631469192471,ok
MKQR01000028.1,99923,100016,0,94,59.87954176663219,5.099819311737821,0.16795652608221767,0.41689267673678704,-36.67021179199219,14,9,0.7659574468085106,0.3909424049977883,0.4437286259260859,ok
FLQY01000039.1,1294,1196,0,99,68.04159646463232,3.486721760602373,0.4153722095997847,0.5996125519411455,-15.702146530151367,19,19,0.6363636363636364,0.5537355727580522,0.6433673617700191,ok
JXYE01000001.1,11056,10966,0,91,75.43585277716696,4.659104747676288,0.6150551365231632,0.5376998732918342,-18.07696533203125,20,10,0.6483516483516484,0.4932012780656548,0.5872197110677,ok
LCZK01000010.1,229114,229025,0,90,40.31451981673246,19.999999999999993,0.062119471000881,0.47794649917600834,-21.400188446044922,12,4,0.6222222222222222,0.4397780273703344,0.48821668520129063,ok
QCYG01000002.1,293286,293390,0,105,88.30259780233489,2.4006438145204823,0.4641102350334202,0.4818311603129679,-23.78545570373535,20,6,0.638095238095238,0.44954225938325976,0.5114288521466336,ok
QQBB01000001.1,49358,49464,0,107,49.518606195273094,3.9079193856544316,0.10699681081727108,0.5313913411084726,-28.47726821899414,13,13,0.6542056074766355,0.5104194028715053,0.548770831985664,ok
BMZB01000003.1,168624,168716,0,93,71.44281429309619,6.709914312969025,0.5863081467248298,0.44824198169909585,-23.531509399414062,28,12,0.6021505376344086,0.4139889090330795,0.49400194872496617,ok
FNJI01000032.1,49091,49001,0,91,51.46533840705344,6.684138463419892,0.12893263514442455,0.6191374971130141,-15.58427906036377,9,12,0.5274725274725275,0.5857992050729316,0.6515084502139471,ok
DUZT01000123.1,934,1031,0,98,46.92793520733593,6.342861846172487,0.21831194385243885,0.5623781652897909,-21.171464920043945,13,10,0.6224489795918368,0.4964944018332871,0.6167217476171566,ok
CP048711.1,1869659,1869559,0,101,94.99999999373306,2.8762014069155164,0.12186224593043804,0.5434742423010593,-18.2523193359375,14,19,0.5841584158415841,0.5361755302844959,0.5506372097110643,ok
CP074694.1,1701312,1701218,0,95,44.11482125987296,8.301286482182778,0.05343779001099924,0.5734469737576254,-19.442739486694336,11,12,0.5473684210526316,0.5525594879268312,0.5884030698506464,ok
CP014140.1,1220954,1221054,0,101,5.0000488123914035,1.330223906334848,0.42208712739739873,0.5246301978743809,-19.0234375,14,8,0.6039603960396039,0.5176069781862321,0.5302850014489034,ok
FMUX01000005.1,192531,192440,0,92,52.08751262637445,6.92046594240046,0.14790738773844314,0.620750961251159,-15.359237670898438,7,9,0.5760869565217391,0.5832178947814162,0.6581376926754979,ok
JACJFM010000017.1,41381,41275,0,107,83.24517088369605,3.107937707422376,0.49962059459075026,0.5812119242887249,-21.431196212768555,17,16,0.5514018691588785,0.545221488496611,0.6160746683687648,ok
BBSY01000004.1,4416,4320,0,97,94.99991265894404,4.123726227741212,0.24136683977944778,0.49703465203981856,-27.097614288330078,12,15,0.6597938144329897,0.488245713050752,0.5067740277710973,ok
UFUW01000001.1,93332,93241,0,92,73.92627866242985,4.073685479042599,0.6499804017409396,0.578744779477713,-14.075343132019043,18,8,0.5652173913043478,0.5231445505865591,0.6366948454386661,ok
QEYE01000005.1,173933,173813,0,121,93.67947364695013,2.4862741570298357,0.6062082316892639,0.5267885522515063,-28.772911071777344,15,8,0.6446280991735537,0.48906657288465694,0.5618533172127477,ok
VIVQ01000001.1,22272,22344,0,73,80.65768099750215,5.367346439842562,0.5640964193337723,0.5244079460332326,-22.0596981048584,11,6,0.6438356164383562,0.4993421768384052,0.5550688471347699,ok
LSTF01000058.1,65896,65799,0,98,47.94669734598797,7.326136716311965,0.11166531264814522,0.5225814657381892,-23.09134292602539,10,8,0.5918367346938775,0.48663577480609255,0.5536043990374099,ok
LQPZ01000008.1,12987,12892,0,96,93.13340769215915,3.4892098776703557,0.5801468725334864,0.5472733993426135,-21.134033203125,9,13,0.6354166666666666,0.5185503638605413,0.5769646625484373,ok
FNAQ01000002.1,51006,50902,0,105,66.35757544046514,5.474775369934816,0.2298160989393822,0.5295453147659824,-20.47301483154297,13,15,0.5714285714285714,0.5054540396563574,0.5569798097752635,ok
CP003735.1,1931741,1931649,0,93,90.10333214499846,3.5711258104607637,0.5861116947928194,0.5629586202806098,-17.57794952392578,13,19,0.5591397849462365,0.5318708487888366,0.5950420352738188,ok
WOYE01000009.1,801544,801443,0,102,57.6679207307324,5.831462854508132,0.28781973077531064,0.6026458946707209,-14.842657089233398,14,12,0.5392156862745098,0.5521659031965244,0.6561768920582915,ok
AWGC01000006.1,230858,230949,0,92,41.10811914015054,14.437265206617615,0.018183392590007896,0.5404523807260941,-20.580839157104492,7,9,0.6739130434782609,0.5305466968559116,0.545627905178186,ok
AP012304.1,4224860,4224963,0,104,91.38902419432283,4.158731273809472,0.5605947735260071,0.5089862159133761,-29.85032081604004,19,19,0.6057692307692307,0.48618020967728,0.534198519195103,ok
MWQO01000006.1,110810,110901,0,92,94.99999987806044,2.9553040807467488,0.12953768797707338,0.4382773259166542,-32.018280029296875,25,15,0.7391304347826086,0.4311395452375894,0.4452923837539266,ok
SMMF01000941.1,47286,47391,0,106,94.99999999999993,3.572068594821576,0.5442080389313155,0.4742622552075089,-28.186954498291016,20,13,0.6037735849056604,0.44994592517348025,0.4997967593439211,ok
DS990604.1,61563,61655,0,93,60.09856938140931,4.046809102918573,0.29777153515118093,0.557215376446084,-16.05253791809082,14,19,0.5591397849462365,0.5131363424619292,0.5988947486552708,ok
CP015698.1,1219868,1219775,0,94,75.98046128052653,8.778910428810201,0.5294619496181036,0.49498616481836755,-17.139362335205078,25,12,0.5638297872340425,0.4838248061242,0.5127118715591954,ok
LXYT01000001.1,1253896,1253806,0,91,46.91330850607811,6.001438275154729,0.19886915863942872,0.44650115681827546,-20.35498046875,23,7,0.5714285714285714,0.3891049357882869,0.49442735163865215,ok
KK073875.1,1946183,1946093,0,91,94.99992308829228,3.7244595506671234,0.48428600673596356,0.4843782061521682,-20.99860954284668,17,11,0.5714285714285714,0.4640154613198635,0.5061134844477685,ok
SEEB01000015.1,11576,11671,0,96,28.108453281754095,1.122736271057605,0.5955678048879712,0.5866179531518368,-19.118072509765625,12,17,0.59375,0.5516163056908219,0.6132510905875382,ok
AFBX01000854.1,4437,4327,0,111,46.60786606906701,7.051045027726933,0.08041099801456897,0.5729786926088175,-26.59954261779785,13,9,0.6756756756756757,0.5465008184853948,0.5943808163389632,ok
NQJD01000004.1,99698,99803,0,106,88.53091200179072,1.59363734169985,0.4570094804399747,0.5704679950774549,-22.507949829101562,10,17,0.6037735849056604,0.5407533251257249,0.5955179224157584,ok
VWXX01000003.1,63263,63356,0,94,52.74655232515719,19.999999999999996,-0.004501021080165479,0.5883639820537542,-17.78569793701172,15,21,0.574468085106383,0.5866605781436145,0.5850621786430193,ok
LMNA01000028.1,94918,94827,0,92,59.82537241673856,6.423141197348706,0.1881562952207786,0.4820790780601956,-25.129127502441406,14,7,0.6521739130434783,0.4538605796188039,0.5149059546959087,ok
KK073875.1,5151704,5151796,0,93,88.44367282193343,4.677477802982642,0.5543135366565959,0.431744711387868,-29.296932220458984,15,6,0.6666666666666666,0.4108866827011152,0.45605161248632087,ok
SRIC01000105.1,10307,10218,0,90,94.99995607741378,3.948817659225405,0.37877492914219635,0.2904439122323463,-41.88005447387695,33,6,0.6666666666666666,0.2758785269058956,0.3063399861344292,ok
HF990616.1,19663,19746,0,84,43.26248044820338,7.188324008506728,0.11201132319866769,0.6015249112996358,-17.317459106445312,15,16,0.5595238095238095,0.5618961201532227,0.629236816791762,ok
CP000267.1,2718770,2718676,0,95,81.03479360757379,3.9379501308948757,0.6088073596512776,0.6981335624127448,-10.078786849975586,7,19,0.5157894736842106,0.6580459119218521,0.7405221559763469,ok
FR888963.1,25905,25807,0,99,57.77736079744688,5.587533782092716,0.23030302955417398,0.5106687093962289,-19.752443313598633,19,11,0.5454545454545454,0.47061252247179564,0.5523565882643088,ok
CP003096.1,420746,420639,0,108,42.92821122782873,8.037797320550903,0.08633841347101878,0.6518124954677184,-15.829477310180664,7,19,0.5462962962962963,0.6185086426416259,0.6740331799480634,ok
FOUG01000002.1,183489,183384,0,106,41.68481317672729,9.956658929050704,0.05009994961379882,0.5924601296153896,-21.4931583404541,9,12,0.6037735849056604,0.5702442651024446,0.6057884497060939,ok
JACYLW010000007.1,49052,49148,0,97,94.99999999999994,3.666168952357823,0.3897174236652947,0.5531917992822272,-19.37667465209961,23,19,0.5773195876288659,0.5363215389148597,0.5711074879187472,ok
SELO01000024.1,16798,16705,0,94,90.85582724506835,3.5204205036052305,0.5855569254858872,0.40671343291045287,-26.898361206054688,31,10,0.6382978723404256,0.3763062558108789,0.43824318235505594,ok
NKIN01000004.1,139641,139755,0,115,86.49451573581706,4.163719123919256,0.5762305729968294,0.3962333875992769,-35.89201354980469,20,7,0.6608695652173913,0.3675964361126999,0.4277503401607858,ok
BMIF01000002.1,75548,75661,0,114,65.3247938532625,3.676921117950137,0.3950593059957299,0.5212231565118545,-24.03223991394043,29,18,0.6140350877192983,0.4733147800254434,0.5668437106681066,ok
JAGXSW010000045.1,2759,2872,0,114,91.27833275554971,4.2488972123645885,0.5582898157641263,0.5621715530542993,-23.001346588134766,17,16,0.5701754385964912,0.5400929079206623,0.5868323085865113,ok
CP010904.1,2064127,2064010,0,118,94.99999966238609,3.954329858474957,0.49195492706311195,0.5560612964583981,-22.506006240844727,27,17,0.6186440677966102,0.5370418507311809,0.5768726716602013,ok
PDJI01000004.1,43254,43370,0,117,76.42985402721972,5.634109189870613,0.5786122566980206,0.4514640584098886,-37.81898498535156,21,18,0.6752136752136753,0.42026893645161695,0.48981974936052214,ok
PGTB01000162.1,6991,7101,0,111,50.560738528726006,6.244284449507611,0.16203544617716892,0.5590581908316804,-19.754867553710938,14,9,0.6126126126126126,0.5165697382557823,0.5980439336508043,ok
LMDI01000024.1,5772,5656,0,117,71.12590979210073,5.43242476714516,0.624459497069905,0.4673972542184017,-27.582714080810547,36,7,0.6153846153846154,0.41803342557930995,0.5256927015359787,ok
GL501401.1,584654,584541,0,114,79.81800263773151,4.503637392696702,0.5939521266786254,0.4567740096679666,-29.98147201538086,27,15,0.6403508771929824,0.4208230852431107,0.4970523657387017,ok
CP022540.1,1712354,1712466,0,113,91.66454004898405,1.2617637497345928,0.37731266600918695,0.46865444461996675,-28.73562240600586,13,8,0.6371681415929203,0.4471586574998062,0.4866035303251183,ok
CP025394.1,2240408,2240522,0,115,92.12295983344758,5.009214917883062,0.5360087383045191,0.5032373106981576,-37.88828659057617,8,11,0.6782608695652174,0.48854443430941824,0.5209383925865897,ok
RKQZ01000001.1,214221,214338,0,118,91.83709438296238,1.9983417274927204,0.2699781312202343,0.5644642134780193,-25.216636657714844,14,15,0.6271186440677966,0.546454244063759,0.5803744801952287,ok
WUBS01000001.1,178340,178456,0,117,78.94899765234248,5.070348452161493,0.5812294012066517,0.5010010866881575,-28.707988739013672,21,9,0.6239316239316239,0.46877899969902653,0.5389080959897693,ok
VYXP01000003.1,340173,340286,0,114,44.3035879530934,9.338116128770256,0.09085954352708664,0.5309570213140046,-25.050987243652344,19,10,0.6578947368421053,0.4925706913171452,0.5580186496215273,ok
QLIW01000004.1,244047,244159,0,113,78.70870915399408,4.814790955305306,0.5893020812296127,0.47699625871500384,-29.51873016357422,18,7,0.6106194690265486,0.4422895320464108,0.516789523047891,ok
SDAL01000001.1,1982330,1982442,0,113,57.91434461476303,6.905382764092362,0.2190753704744483,0.47063339959856904,-33.45048522949219,14,6,0.6548672566371682,0.43332187995981863,0.5140242471956118,ok
CM001022.1,2195460,2195570,0,111,56.76754286096224,5.050223231146434,0.09032919206164197,0.48305461832895286,-31.59187889099121,16,15,0.6396396396396397,0.4667640913890735,0.49896073898427185,ok
WXYQ01000011.1,68858,68748,0,111,43.90214320557081,8.087102171779653,0.12507207011941113,0.6110816638434161,-17.48870849609375,20,7,0.6396396396396397,0.5630218299537777,0.6455542983629935,ok
FSBZ01000006.1,18052,17937,0,116,85.61366349279854,2.3775225257956016,0.15628204329857254,0.5636657440883858,-30.87868881225586,21,15,0.646551724137931,0.5522158916820035,0.5740547787395692,ok
AP008955.1,944363,944479,0,117,51.57348187957065,2.1898766076538636,0.43394278175682965,0.5383205472041603,-23.096908569335938,21,15,0.5982905982905983,0.4880306150013479,0.5789757316918638,ok
VDCQ01000005.1,28073,27963,0,111,83.34089535271455,4.868924211267743,0.5508246512523202,0.6025811159220672,-19.643945693969727,15,16,0.5675675675675675,0.5776384798082456,0.6318072485800502,ok
CP000774.1,2328672,2328784,0,113,43.72482809750016,4.633820185691924,0.16731370427330888,0.5116676883623089,-33.205841064453125,22,8,0.672566371681416,0.47086933987640905,0.5423744261246078,ok
JAKGSG010000022.1,1915,1799,0,117,85.40539728993241,3.905291122916025,0.589789794945516,0.4576671110915274,-27.39508056640625,19,7,0.6410256410256411,0.4245516766103176,0.4928850803754388,ok
BSFM01000014.1,523521,523639,0,119,89.5888446816784,5.083879395136403,0.539870411879975,0.3959063796246189,-37.15721130371094,38,6,0.680672268907563,0.3796705992501783,0.41565710412439166,ok
VZDO01000001.1,342566,342682,0,117,94.99999999730866,2.2179359760487856,0.6317201220332648,0.4830340236300796,-31.059602737426758,17,11,0.6666666666666666,0.44307416715970405,0.5192451925591877,ok
CP072943.1,1694893,1694734,0,160,51.53411742209889,4.61197514818717,0.18096875900528708,0.5281350757137556,-39.20362854003906,22,15,0.6125,0.4899746893142962,0.5616377809974794,ok
VNIL01000002.1,197096,196969,0,128,90.33234299841016,3.9428667651666593,0.57044650043373,0.4883599520874884,-33.80971145629883,13,10,0.578125,0.4619938860793398,0.5167678106964022,ok
CP000509.1,462310,462422,0,113,41.018085658600135,10.016317699587145,0.0403329897366842,0.5838283799009184,-22.196704864501953,16,18,0.6106194690265486,0.5660778795043918,0.5936666073548392,ok
WBOU01000016.1,25978,26089,0,112,94.99999999007805,2.9553510158733753,0.5568682714741677,0.47626844507643645,-31.123199462890625,22,8,0.6339285714285714,0.4456582889380987,0.5064700048277759,ok
JACIDS010000002.1,502393,502506,0,114,94.99999122862191,3.3059619650498258,0.5395148098427855,0.5068309093635609,-25.74057388305664,17,15,0.6403508771929824,0.4803890171421117,0.5338241514112781,ok
BBSY01000002.1,825986,825877,0,110,57.668916108315976,0.8454914987100594,0.980042620044193,0.5209569605502197,-29.928443908691406,13,22,0.6818181818181818,0.47557209203588297,0.556518657416135,ok
SNZP01000016.1,56627,56743,0,117,84.7229619402664,5.017676434226796,0.5234382830081196,0.3953406099275823,-30.688678741455078,30,8,0.5470085470085471,0.3744496944978579,0.42035312114711704,ok
AAWL01000003.1,175458,175557,0,100,78.96990253780336,7.0295263923880755,0.5393872312077447,0.5138143537810477,-18.53303337097168,17,19,0.55,0.4982280259864257,0.5355053109311908,ok
FUWG01000002.1,192275,192402,0,128,89.96390055907104,3.34764853344396,0.5966920960078236,0.5668981688285881,-24.949174880981445,8,12,0.53125,0.5330576422346182,0.6011485411769414,ok
CP042582.1,2253957,2254072,0,116,91.68164885361378,3.5634079406040815,0.5812081055629921,0.46880388291815506,-29.667644500732422,25,11,0.6810344827586207,0.4397682197749643,0.499105572645146,ok
BMHQ01000012.1,16373,16487,0,115,49.50723388572254,0.3986925152424386,0.7948855021187092,0.495380281358448,-21.66567611694336,15,19,0.5739130434782609,0.47713464421363144,0.5102709366769561,ok
BJVQ01000003.1,39579,39691,0,113,67.09529872020806,5.221822945985435,0.250727825488615,0.41372908701430827,-36.24699783325195,19,12,0.7168141592920354,0.38787196301178206,0.4427036537633336,ok
LPWE01000002.1,151975,151867,0,109,47.139173907768324,9.340689673689452,0.050093778192027205,0.5612032791523921,-27.3455867767334,8,20,0.6146788990825688,0.5420027450209721,0.5775033079906735,ok
CP000449.1,2414158,2414042,0,117,63.471997137459184,7.6239386864479375,0.34142257326247366,0.47639704871604605,-28.11601448059082,25,9,0.6752136752136753,0.4422909270618149,0.5226088088040969,ok
AP019308.1,2750986,2750649,0,338,68.50764519001854,3.924114491563315,0.47779002293756734,0.533092535531862,-56.080318450927734,27,23,0.5,0.481618950315689,0.5843474842005257,ok
HF989026.1,14312,13965,0,348,79.22502207038976,3.6469629386996294,0.6321439287422209,0.7558242690335364,-25.02310562133789,12,54,0.43103448275862066,0.7085610704370787,0.8038264475681132,ok
JPVP01000058.1,249339,249828,0,490,54.7151081537262,5.6761446912789895,0.30354064328114966,0.5630586566597182,-74.12046813964844,58,39,0.463265306122449,0.5006822569549683,0.6249318157257723,ok
LECR01000039.1,61055,60715,0,341,39.41635716863128,3.7862375341682735,0.15630118956764305,0.5916433039896091,-59.15757369995117,10,17,0.4838709677419355,0.5608555884566581,0.6145263961748858,ok
JACHKT010000002.1,220224,219926,0,299,73.65942458485867,3.450895469435147,0.6826311389462109,0.5297461491804042,-45.30869674682617,53,20,0.3745819397993311,0.466661725053339,0.5913777087389624,ok
