rfamseq_acc,seq_start,seq_end,label,seq_length,nupack_Tm,nupack_hill_coeff,nupack_amplitude,nupack_mean_exposure,nupack_MFE,nupack_max_stem_length,nupack_max_loop_length,nupack_gc_content,nupack_sd_pair_prob_10C,nupack_sd_pair_prob_80C,nupack_fit_status
KE993502.1,259387,259175,0,213,73.49194503426249,2.8842730201429556,0.5961749521335347,0.7611510456519589,-11.915367126464844,16,36,0.3615023474178404,0.7049685482675149,0.812813619664935,ok
FOTY01000001.1,264299,264407,0,109,47.323199489778425,5.424516836635609,0.3919175138864695,0.5189105295327265,-22.015363693237305,15,8,0.48623853211009177,0.41482859782626463,0.6049473259181988,ok
SMAB01000006.1,53350,53489,0,140,93.2901567451746,3.968683131627342,0.5615475698573817,0.5919262102607908,-24.166519165039062,7,14,0.45714285714285713,0.5689895021721006,0.6168315527968941,ok
CP040812.1,4268122,4268402,0,281,81.17571321352041,2.3516927945192156,0.7007949247679117,0.5694789037237514,-44.43051528930664,22,23,0.43416370106761565,0.513922368044071,0.6194682478052559,ok
QGUB01000004.1,47075,47321,0,247,41.197452258715906,15.314018515489805,0.03166319322684952,0.43104117399504266,-79.2043685913086,19,12,0.6720647773279352,0.4132532253512501,0.4412057998359094,ok
CP015249.1,873726,873844,0,119,89.32743153820542,0.8838200620860998,0.8261978729234888,0.4147185188547425,-36.47196960449219,15,12,0.680672268907563,0.37793701638913163,0.4443947159639245,ok
MAYV01000015.1,298764,298554,0,211,47.16821674706216,3.7981391926147254,0.3295894869945052,0.7268046110365468,-17.597442626953125,35,45,0.3981042654028436,0.6614341646197753,0.7791461205353148,ok
QVQC01000029.1,122240,122296,0,57,83.61622286197387,1.3121283011003069,0.14404474032946746,0.5335009710910189,-19.810731887817383,7,9,0.6666666666666666,0.5247333277340459,0.5407175343348974,ok
RBLM01000009.1,20397,20493,0,97,83.01541145891737,4.826785426687885,0.5678688053073389,0.45159190920580455,-23.96989631652832,25,12,0.6494845360824743,0.42513733790953245,0.4826277434809931,ok
FNDK01000012.1,40119,40219,0,101,53.44291045990458,7.1772664459605835,0.2369413039726273,0.5396528886315498,-17.974056243896484,11,19,0.49504950495049505,0.4839232145195729,0.5987012852449926,ok
RHIB01000001.1,58417,58614,0,198,74.34215084453527,5.612617826539511,0.5928691127413876,0.45054874367358244,-34.205726623535156,48,10,0.51010101010101,0.4137481219368847,0.4956113017600772,ok
CP022437.1,3385740,3385636,0,105,42.39725357314867,6.074980674768035,0.15853371065343147,0.6956432952921322,-7.069692611694336,18,28,0.38095238095238093,0.6467531830136809,0.7299035068468478,ok
LIXZ01000022.1,21510,21764,0,255,86.7804045685309,2.422418955306507,0.6663025532852525,0.542826644349012,-38.20792007446289,11,29,0.4470588235294118,0.49484853359462727,0.5866112939737192,ok
QYTU02000039.1,17708,17844,0,137,74.73680594184188,4.66872473660233,0.6199761945975165,0.5301738996874134,-31.592113494873047,13,21,0.46715328467153283,0.4835194016592916,0.5818054973271838,ok
LVJZ01000003.1,3795818,3795683,0,136,19.720194772691663,2.063185303584785,0.6371657997542773,0.625593358010522,-21.845382690429688,13,14,0.5588235294117647,0.5845128009845806,0.6541277923519343,ok
CP003326.1,2710900,2710797,0,104,53.38287188883892,4.1597864883273035,0.6047418522932518,0.6398077607606534,-7.621589660644531,24,24,0.28846153846153844,0.5267324380697628,0.7396037331105725,ok
CP051461.1,2829018,2828911,0,108,77.38686542173883,4.551659502641189,0.6059312370434966,0.5442236343790327,-21.076894760131836,18,15,0.5555555555555556,0.5036082351260377,0.5894257895102092,ok
KV791895.1,48058,47971,0,88,77.38011302476629,4.278914619980034,0.6168953885187323,0.6149019833362986,-10.625438690185547,11,25,0.4431818181818182,0.5704663733849584,0.6629239342690871,ok
CP000423.1,1228640,1228841,0,202,61.30194386057073,8.065775178500777,0.17247510112975295,0.46097675086293527,-40.24921417236328,20,15,0.504950495049505,0.440812998923619,0.4886884201019993,ok
JAGSOJ010000001.1,876028,875929,0,100,40.25335982719175,5.613218426871921,0.23731229458770708,0.8172474376557924,-4.760344982147217,5,53,0.29,0.7505797517777922,0.8616292840303782,ok
WXYP01000001.1,317696,317575,0,122,69.89969118133958,4.634083706717643,0.6649439334729916,0.6864494658265669,-8.94637680053711,12,38,0.319672131147541,0.6227610323907546,0.7550864712551582,ok
CP010976.1,4112498,4112406,0,93,71.43272925837547,6.478041256696646,0.5927664359664861,0.5207402909631793,-14.734748840332031,15,11,0.46236559139784944,0.4837169496817377,0.5690452445866421,ok
CP060298.1,2750717,2750831,0,115,76.44598469085273,7.026232171286235,0.5496281035749044,0.48283745147281637,-34.65903091430664,31,12,0.6521739130434783,0.46338968804596165,0.5100615633952891,ok
MQVR01000008.1,22948,23097,0,150,49.71226569702101,6.290008319584779,0.17319457524843107,0.5104464279904314,-33.299224853515625,30,6,0.5866666666666667,0.4632609375601538,0.5530289699963205,ok
BASE01000010.1,7220,7389,0,170,94.99999999940333,2.8316859658185303,0.5379719497329711,0.5094815940218952,-33.27391815185547,16,19,0.4470588235294118,0.4786510708636329,0.5396010576358639,ok
JBOK01000001.1,271197,270982,0,216,94.9999999925948,2.591887438036634,0.45654031060224776,0.44413096393192886,-61.86339569091797,25,9,0.6342592592592593,0.4166092546696053,0.4700247563076399,ok
JABFWE010001006.1,1558,1401,0,158,45.2944550250722,4.542978951736503,0.07396565735473903,0.4178408308298464,-60.46661376953125,20,7,0.7215189873417721,0.40027258229704477,0.4313753523644201,ok
CP013213.1,1215230,1215326,0,97,90.05917422738585,1.7013128382336797,0.6408044381060087,0.674112585004933,-8.749250411987305,8,26,0.29896907216494845,0.6319678565927752,0.7103016724997924,ok
CP028922.1,3651064,3650791,0,274,73.33088320567873,3.719721936774402,0.3685393177160501,0.5834488600944888,-46.997093200683594,20,34,0.5218978102189781,0.5498134386386894,0.6170874986114426,ok
QFCQ01000165.1,2737,2577,0,161,80.00583061808,5.601111276942361,0.5574954196301639,0.4468386548002827,-49.70045471191406,15,11,0.639751552795031,0.4226823074764909,0.4769319222107002,ok
HF988106.1,43932,43719,0,214,73.24797160484518,3.5251887602226284,0.2070547235224932,0.5183817670333541,-54.5610466003418,14,15,0.5747663551401869,0.499116349848347,0.5373072975139636,ok
CP002432.1,1012091,1012194,0,104,77.62333452971595,5.005973266797601,0.5895931748547419,0.5167416991124177,-17.50913429260254,12,12,0.4807692307692308,0.4815522954118788,0.5576319926478362,ok
BJXW01000009.1,32592,32720,0,129,76.61774263049432,5.200529614022468,0.5904390585679387,0.48750311963002074,-26.37779426574707,13,10,0.3488372093023256,0.4515786933859764,0.5299914317905718,ok
NOWF01000004.1,300638,300790,0,153,72.62428447134539,6.1870509392731545,0.5776998858658622,0.49012216067460074,-38.2747917175293,12,13,0.5490196078431373,0.4554980119582112,0.5345093840341298,ok
CP023254.1,4294169,4294359,0,191,52.06710600906484,3.7496410157944293,0.3226853741698557,0.6152034990635875,-26.804821014404297,22,37,0.43455497382198954,0.5570512501529331,0.6646986478478168,ok
RJVG01000006.1,10585,10350,0,236,58.067240880102766,5.71591198754239,0.5058250893836492,0.6660438964308674,-19.13651466369629,22,14,0.3516949152542373,0.579364914686567,0.757523549697632,ok
GL830877.1,7905,7654,0,252,54.863856376422056,6.7478002758445115,0.22367636249977085,0.6198116250795225,-30.322010040283203,40,20,0.5119047619047619,0.5723540197218762,0.6703759345798962,ok
PUFO01000080.1,18666,18754,0,89,60.61248906752301,5.099623466140023,0.3465847628159092,0.6300221679899788,-11.722747802734375,9,12,0.4606741573033708,0.5784691592183204,0.6838079274683788,ok
AMRG01000005.1,131914,132014,0,101,45.652053413418905,8.670141297504683,0.05025851281121252,0.5839238307492302,-18.272655487060547,11,16,0.48514851485148514,0.5643888031011596,0.5991525827625177,ok
CP043046.1,6077249,6077476,0,228,54.50177747182027,5.736032917003647,0.14101845458515416,0.4513884453742505,-68.23880004882812,31,9,0.6535087719298246,0.42200083467146765,0.4805419000520209,ok
VTWH01000002.1,294662,294512,0,151,82.4417065130294,4.109629218549329,0.5957743818563603,0.5689104916094888,-23.343021392822266,29,22,0.5165562913907285,0.5326199014171815,0.6080007105651567,ok
VKDC01000001.1,307732,307956,0,225,85.87870569863124,4.758603186085496,0.5603069469453859,0.49375969852910906,-46.86606979370117,23,17,0.4577777777777778,0.47044197181125635,0.5210013608181894,ok
WOCA01000014.1,64720,64505,0,216,30.95924199329772,1.7199137400577218,0.86791414724544,0.6573322384959269,-21.004051208496094,20,32,0.41203703703703703,0.5812483137660506,0.7137936783641539,ok
QQWI01000006.1,232969,232870,0,100,43.45502619364662,7.941329845722066,0.07513404556598946,0.6592506900613453,-13.508163452148438,7,28,0.37,0.6305911851956334,0.679077876763975,ok
KE136354.1,86417,86548,0,132,78.30014171773354,5.716572254783162,0.5164509770006582,0.5317701344313489,-21.16379737854004,11,15,0.3939393939393939,0.508002480414282,0.5615526078148882,ok
JACXAH010000002.1,444254,444443,0,190,75.153550332719,5.3317807669351875,0.5951907466895486,0.4743862783692077,-33.69419479370117,35,8,0.4631578947368421,0.43687073392109327,0.5192134822133111,ok
JABEND010000002.1,212542,212645,0,104,76.06457626264364,4.808663442012229,0.4512198876695793,0.44666731576331453,-28.18560791015625,23,7,0.6634615384615384,0.41640739562962714,0.4811405188884232,ok
AP013294.1,1265284,1265468,0,185,46.77754991368247,9.49715540018212,0.0824713865545722,0.5876043416653647,-25.747169494628906,22,17,0.4972972972972973,0.5552202018636867,0.6148639927517976,ok
AP023415.1,1269940,1269701,0,240,90.10208327447592,4.312455465923936,0.5599916879141138,0.44668252675439457,-64.87802124023438,53,8,0.625,0.42389786757917225,0.4724147236235553,ok
FOEC01000008.1,103083,102947,0,137,59.306646035202014,5.988803712218672,0.15300122263364918,0.48371741581169275,-44.58003234863281,19,17,0.583941605839416,0.4595708985365189,0.5105377425866775,ok
PVZC01000004.1,12119,12276,0,158,49.04692976519647,5.179605148584761,0.14210249417370252,0.4543953277129759,-58.595611572265625,26,7,0.7215189873417721,0.4194996489584999,0.48422088870911884,ok
CP058557.1,2426999,2427206,0,208,51.66111739351109,5.161123520099646,0.3288729964695557,0.6257455356172369,-23.73809242248535,12,12,0.40384615384615385,0.5516916352295064,0.6924590339529572,ok
GL987999.1,104176,104353,0,178,54.953351927114284,5.335481077258705,0.3980300714539271,0.6386687984639962,-17.571273803710938,16,21,0.3707865168539326,0.5593155170022444,0.7156501094606104,ok
FQVU01000004.1,391132,391006,0,127,53.72783733006412,17.070697280201085,0.046321384358612216,0.41936624061432637,-36.951900482177734,37,20,0.6929133858267716,0.410367345498484,0.43740766324636776,ok
FNIG01000013.1,41654,41505,0,150,63.62552396644595,5.350767600779836,0.28081409627797604,0.5798277342058988,-29.439437866210938,15,19,0.54,0.5447801394157282,0.6184393543647354,ok
LDZY01000006.1,150173,150022,0,152,69.94986139243002,4.619546829372471,0.6646801119437674,0.6142789706132201,-16.33114242553711,11,26,0.4473684210526316,0.5508201468835501,0.682536690838269,ok
QKRX01000017.1,39750,39704,0,47,94.99999999459452,2.8374838761827266,0.24775559592514917,0.5714464726273162,-11.74666690826416,6,16,0.6170212765957447,0.5572125821114807,0.5852935094581446,ok
NGKA01000004.1,58539,58444,0,96,40.8290823245378,6.689661246268863,0.08989857508395105,0.7346503996776254,-11.94731330871582,7,29,0.4895833333333333,0.7051891650000115,0.7533243999962969,ok
FR896352.1,20183,20392,0,210,94.9999999288638,3.001212799393363,0.539628990249607,0.5576729025635486,-40.04484558105469,13,19,0.5333333333333333,0.5284481545856119,0.5864309182677038,ok
CAJPFA010000045.1,181404,181586,0,183,94.99998676141561,3.2522986483608385,0.5280046770099625,0.5464788306265509,-43.612300872802734,13,27,0.5737704918032787,0.519803566585408,0.573612215216999,ok
BMDC01000001.1,1019294,1019163,0,132,74.18762017254672,5.6754083834951246,0.5937172580712154,0.4700058536675577,-26.46163558959961,36,20,0.5833333333333334,0.43227974985655204,0.5164048666496909,ok
BMOY01000005.1,25661,25864,0,204,88.89920188796245,4.163498622571808,0.5680595259090453,0.4028962300381482,-62.364593505859375,46,10,0.6519607843137255,0.3772837580237283,0.43121796014320607,ok
JACHGH010000007.1,77324,77533,0,210,51.0614040210248,5.739427337186389,0.33801548333376796,0.6352433160499806,-23.532934188842773,25,17,0.3904761904761905,0.5526717378732765,0.7111871403508943,ok
AYKG01000013.1,995,860,0,136,46.317377183078435,6.2411842950776935,0.08091666412251747,0.46995219823531426,-39.63981628417969,14,24,0.6176470588235294,0.4453812975480581,0.4894726444065749,ok
JXKH01000004.1,332373,332601,0,229,23.002508385969314,2.049142879903427,0.6897292660309031,0.5774208983014545,-42.945838928222656,27,17,0.49344978165938863,0.5235616872874007,0.6161654890598741,ok
PYGE01000006.1,227642,227522,0,121,94.86546075429281,3.7000891312855986,0.5669798110030956,0.33183889240494474,-46.600624084472656,44,8,0.7107438016528925,0.30747691003294925,0.35785446617898503,ok
GG669993.1,9473,9232,0,242,47.043183670604854,7.581373121918286,0.3068889316638136,0.7004469784398024,-15.591514587402344,16,49,0.38016528925619836,0.5964706605116775,0.7888124806175313,ok
QJKH01000001.1,262423,262568,0,146,94.99999999999399,3.1119933978261516,0.5138874112037517,0.5810677816863725,-23.79045867919922,12,19,0.5068493150684932,0.554100553795786,0.6080356062446518,ok
LFZV01000001.1,1674404,1674521,0,118,42.76672180774016,19.966621908933597,-0.026511436538723898,0.6111421374722976,-18.09491729736328,11,30,0.4576271186440678,0.6275884728188326,0.6039697752897858,ok
JACJPO010000066.1,195076,194930,0,147,88.12636837565847,2.612425289005644,0.38367991804288054,0.5068084063090555,-35.54560852050781,24,16,0.5714285714285714,0.4806186193760627,0.5313693724680115,ok
SOML01000001.1,773529,773338,0,192,80.16930854064874,3.825792514811646,0.6194000517825903,0.6088522394012625,-23.894329071044922,18,21,0.4010416666666667,0.5650453077996541,0.6546180624538552,ok
JAKNID010000003.1,90159,90057,0,103,80.52270555537181,3.730288700434299,0.6207177054527775,0.5487573711737584,-14.275568962097168,18,18,0.5339805825242718,0.5051590454396072,0.5936801014761169,ok
FN806773.1,1710047,1709937,0,111,63.804382405832506,3.70389231479368,0.24297416281849943,0.3748833861045724,-44.68138885498047,39,6,0.6396396396396397,0.343883471363347,0.40427751437099585,ok
CP080467.1,3325286,3325118,0,169,43.6155996594532,8.271888970685193,0.0818211751510719,0.6111002250191483,-28.681350708007812,15,27,0.5621301775147929,0.5789746702681026,0.6333072447080331,ok
WSLF01000002.1,370932,371033,0,102,50.503478221519394,7.367425738979019,0.19658142586290756,0.5723878160366737,-9.936761856079102,26,12,0.3137254901960784,0.5166836455399566,0.6269017792289727,ok
KE159629.1,489875,489758,0,118,57.35947771761106,4.557807492550513,0.28482112288394335,0.637028236693144,-16.246570587158203,11,15,0.4661016949152542,0.5886001017552307,0.6834208784162891,ok
CP022011.1,737073,737232,0,160,66.12453168218236,2.3709335550998545,0.823259696392243,0.6200432099186316,-17.588956832885742,11,37,0.375,0.5353144409240883,0.6928439141020286,ok
LITT01000023.1,289397,289260,0,138,51.328816589895794,4.861952560638193,0.3166792113623472,0.6217640550995257,-15.817168235778809,15,12,0.41304347826086957,0.5522723302732684,0.6833735701447152,ok
AFCE01000097.1,8083,8245,0,163,91.5255347778277,4.082065258031811,0.5629263279101058,0.5103007292808327,-36.188636779785156,13,19,0.48466257668711654,0.48665009910095425,0.5363171817794964,ok
UHIO01000001.1,1368964,1368764,0,201,58.706736839659634,5.1048668843554035,0.2903520631980977,0.6353580977402831,-18.35848045349121,36,20,0.4626865671641791,0.5876676410294567,0.683742052284649,ok
PXZH01000001.1,847832,847737,0,96,38.6226664286488,8.325875964245078,0.10642407032872847,0.6771326441469268,-10.352506637573242,7,28,0.3541666666666667,0.6397378847799234,0.6968156623378949,ok
JACJVR010000023.1,10954,11245,0,292,94.99941667424002,3.3264705245676627,0.3815764030355014,0.43051070899674776,-85.7183609008789,38,13,0.636986301369863,0.4117812422528131,0.4496826103801037,ok
SPQR01000010.1,92452,92339,0,114,91.47808120691968,3.5583145822450857,0.5822140169091558,0.6342856657543808,-13.64410400390625,23,28,0.45614035087719296,0.6048143748705743,0.6649935408568107,ok
VPFL01000030.1,16713,16639,0,75,94.99999999795533,2.8490318579777756,0.33818181429149274,0.5550545379296888,-19.05156898498535,14,11,0.6133333333333333,0.5360058452131657,0.5735031660527515,ok
FOGD01000009.1,29568,29470,0,99,79.95281992461165,4.2887721431889005,0.346510034203757,0.48557567148130526,-32.1632194519043,22,14,0.6363636363636364,0.4637016748345479,0.5094125579609091,ok
MJAT01000040.1,93516,93599,0,84,66.68250999779359,2.8793101644334347,0.7873348582438039,0.5928596979452658,-9.17597484588623,12,8,0.4166666666666667,0.5058212044407477,0.671102289882479,ok
PXOQ01000015.1,238633,238841,0,209,55.618061805561865,6.052147041177334,0.5172340165201867,0.6038662802839808,-20.727432250976562,23,22,0.33014354066985646,0.5010572695310777,0.7104261994929569,ok
NULG01000004.1,125283,125613,0,331,51.0407723015321,6.942032183802799,0.34342296494931457,0.6502833376424578,-30.92765998840332,15,22,0.3504531722054381,0.5578200635127619,0.7396827107320859,ok
CP034437.1,5249109,5248838,0,272,86.54944094782718,3.6791576026310113,0.5946767141736796,0.608044791893008,-42.811100006103516,19,31,0.4889705882352941,0.5737721618951079,0.6437861267646745,ok
AP024619.1,975604,975789,0,186,79.84900253953741,4.865488465410104,0.30964561838638316,0.371359969219992,-72.96587371826172,28,8,0.7096774193548387,0.3546362375687427,0.39090845574498667,ok
QXQA01000009.1,50313,50076,0,238,40.69005651040794,6.524267125698011,0.10462281235271936,0.4764941783055085,-67.67106628417969,25,21,0.6050420168067226,0.4430473490507516,0.4984026844901456,ok
FPBY01000035.1,13529,13758,0,230,64.82633362140302,4.468528776839739,0.6647759406114155,0.6130916907350009,-22.902069091796875,20,21,0.3782608695652174,0.5313300412095525,0.6965675828573642,ok
JRMX01000005.1,71827,71971,0,145,92.02235311859675,4.072757546143029,0.5617088297420736,0.5088513891675014,-30.738452911376953,21,17,0.5655172413793104,0.4856687471914076,0.5342772267811801,ok
LAZH01000040.1,48234,48133,0,102,41.95125591439804,9.488879489766425,0.20877308134101158,0.6628501756580897,-9.185821533203125,22,18,0.3627450980392157,0.5727125873252149,0.7171447871733957,ok
QGHC01000004.1,83500,83422,0,79,80.22231213217226,5.780309630863234,0.5565179394194566,0.5058758685471435,-19.983585357666016,17,12,0.6962025316455697,0.48366063020689826,0.5340809275413307,ok
AJWX01000032.1,63325,63455,0,131,94.99999959113232,2.956423333519618,0.5031873953762609,0.48865625322914585,-30.577810287475586,22,12,0.6030534351145038,0.460981498351531,0.5157874129732091,ok
FOOE01000018.1,61265,61021,0,245,69.88096059103567,5.171289199840664,0.6454191409298832,0.6746286441606074,-22.118183135986328,17,24,0.35918367346938773,0.6173176726344003,0.7399959051162712,ok
BIFV01000021.1,64969,65096,0,128,70.47552073634333,5.853590706695009,0.6174637860678822,0.5067436636645953,-28.50884246826172,13,14,0.4296875,0.45977228430959927,0.5639944960676591,ok
BMFK01000002.1,423041,422821,0,221,45.734615600811026,5.272078138020757,0.2089986478564524,0.6603327862357495,-19.932954788208008,20,20,0.4072398190045249,0.6042847523690384,0.7042073234368819,ok
MUIE01000163.1,2734,2634,0,101,58.33789534390783,2.6095091906215497,0.26879856702858496,0.4821995734585527,-29.306232452392578,27,7,0.6435643564356436,0.44901800728515096,0.5103791809546618,ok
JMIR01000042.1,11744,11576,0,169,89.87363797402008,2.8175979965766347,0.6259504808270824,0.5249867442571183,-35.50285720825195,16,13,0.5443786982248521,0.4848437330134682,0.5636039460704116,ok
WBSF01000007.1,206676,206881,0,206,92.0364852751175,3.9140522055847122,0.5427913811146321,0.4886115802022623,-55.4482421875,34,15,0.5728155339805825,0.4650509401808101,0.5140603616882219,ok
FNPI01000001.1,178204,178432,0,229,80.58043743476907,4.01839779608588,0.6083552592707757,0.5798795145817702,-38.31877136230469,21,16,0.47161572052401746,0.5394279052059229,0.6228279442219509,ok
NQYC01000001.1,4032068,4032186,0,119,87.61994194386119,1.6839563323346938,0.23494297507944256,0.4892874778065341,-33.85906219482422,11,30,0.44537815126050423,0.4734299086941101,0.5029089705576941,ok
CP000885.1,599497,599784,0,288,58.67042967138423,5.7847114455767485,0.5096414177155184,0.5825215993841341,-32.104618072509766,27,17,0.3854166666666667,0.4982738927751103,0.6728984363954426,ok
CP019433.1,2150966,2150765,0,202,73.09759918607044,4.007077805770738,0.6603759836340424,0.6924124385846079,-18.18852996826172,15,35,0.400990099009901,0.6330083445531955,0.7534731759747385,ok
FNBQ01000017.1,68477,68381,0,97,80.93686624439208,4.430272511615778,0.5905515645035342,0.6172198381784098,-13.667527198791504,13,19,0.4639175257731959,0.5827269419631284,0.6556350762042865,ok
BMDT01000023.1,1350,1401,0,52,53.092727407161966,6.867062440761531,0.26618446881810104,0.39188225686797123,-21.469715118408203,18,8,0.46153846153846156,0.3286334573086164,0.4571912363837271,ok
RKQL01000001.1,138931,138863,0,69,94.99999999794173,2.6140788979318015,0.22611349349967036,0.5532486370910582,-19.26007843017578,15,12,0.6666666666666666,0.539662415481839,0.5661265068976423,ok
LZRP01000004.1,276403,276336,0,68,80.10172222832301,5.6806759548893355,0.5597787125489945,0.4723982222665904,-15.540641784667969,18,7,0.6911764705882353,0.4486513955755573,0.5022021141299031,ok
LZPM01000042.1,12528,12634,0,107,76.25019370307598,5.442751292212094,0.5845665344264422,0.6502986398325677,-14.980815887451172,6,19,0.308411214953271,0.6170179147282147,0.6905963196629064,ok
BOOU01000013.1,197875,198034,0,160,62.76514012483589,4.210210406157812,0.15119434920339336,0.5215349449011156,-47.61009979248047,11,18,0.63125,0.5011715334329453,0.5415002145861856,ok
JACJNZ010000029.1,201862,201736,0,127,48.270240305122464,6.8036056733469685,0.15132391794210903,0.5340379773451426,-25.32452392578125,17,7,0.5748031496062992,0.48830459832120476,0.5742877637732189,ok
CP002105.1,1355639,1355540,0,100,90.83664188033462,3.3788256487556043,0.5924674844681151,0.6027014983887714,-13.792362213134766,16,16,0.57,0.5701182789127571,0.6359428056642675,ok
PVWD01000098.1,5109,5277,0,169,56.35741403957505,4.65413258517195,0.3199669330224108,0.5066502831817179,-34.78411102294922,36,10,0.5029585798816568,0.4495608579053976,0.5609221417897716,ok
MBTG01000028.1,19710,19598,0,113,86.66999586636037,4.110228170113453,0.5779487977105359,0.5270934042123869,-21.41897964477539,19,13,0.5486725663716814,0.49756368407345186,0.5592973921516874,ok
CP060696.1,2607666,2607883,0,218,94.99999999999994,3.924135523290295,0.43779375617499894,0.4547919227994914,-64.4725112915039,21,12,0.6009174311926605,0.4375376313001611,0.4737302205343991,ok
CP041372.2,327079,327241,0,163,88.93756756389878,3.0834578850001853,0.39785007497076585,0.5237470548516924,-39.00394821166992,14,13,0.558282208588957,0.49918475013887526,0.5479098876216696,ok
CP060296.1,2739402,2739580,0,179,94.99979128335117,3.4063310951795187,0.3397372803378929,0.342824816839965,-73.17871856689453,28,10,0.6256983240223464,0.32671117905789,0.35942599687325105,ok
JAGFNW010000002.1,361536,361665,0,130,87.2231795033583,1.459147420694034,0.22361772491482879,0.5139923090003768,-34.13246154785156,13,15,0.6615384615384615,0.49986238385584203,0.5257963541662624,ok
JH725147.1,1921161,1921409,0,249,83.89053521970314,2.9353622702951494,0.6457545747235423,0.5835831698112343,-41.44832992553711,12,19,0.40562248995983935,0.5363791147058931,0.6290149661715226,ok
FR888281.1,42612,42842,0,231,70.92568251898261,5.0383146164697505,0.6349132445860831,0.5700234000807233,-38.5313720703125,17,15,0.4805194805194805,0.5161185700821868,0.6310494087653511,ok
PDDX01000001.1,723209,722909,0,301,94.99794218469935,2.219912064111503,0.5757300035287667,0.6641593018529875,-42.39149475097656,11,38,0.3853820598006645,0.627773188951039,0.6970851850491784,ok
CACSIK010000001.1,2162476,2162719,0,244,54.260146585772276,6.157016080865023,0.25849857017096006,0.5079332671218714,-49.23477554321289,15,20,0.5081967213114754,0.4521966758401027,0.564405334692566,ok
JABAGC010000008.1,72953,72684,0,270,68.51817404228453,3.6429375114034337,0.7250980033579554,0.7048675713700657,-19.48810577392578,20,42,0.28888888888888886,0.6255374804142098,0.781754579860776,ok
