record_id,seq_length,nupack_Tm,nupack_hill_coeff,nupack_amplitude,nupack_mean_exposure,nupack_MFE,nupack_max_stem_length,nupack_max_loop_length,nupack_gc_content,nupack_sd_pair_prob_10C,nupack_sd_pair_prob_80C,nupack_fit_status
sample_16,62,43.422813852750515,7.438226320408447,0.15261593984103272,0.5785592793627999,-13.027719497680664,16,12,0.5483870967741935,0.5231530445845424,0.6173263213362453,ok
sample_17,241,58.72568538590307,3.2905582269364544,0.48163200801990635,0.6395065234940888,-25.127521514892578,23,27,0.3983402489626556,0.5712785327673969,0.6997189185935873,ok
sample_18,59,78.47189594616908,3.9216890471255033,0.6252239907761081,0.6531867137618909,-5.252379894256592,9,15,0.3559322033898305,0.6069326518896102,0.7017441897110938,ok
sample_19,415,77.59103638320082,4.613927642575799,0.6023557131858244,0.4767213485807849,-91.75252532958984,48,14,0.563855421686747,0.4373013677117922,0.5208525932670998,ok
sample_20,248,63.772670444407794,5.334756866188904,0.7214230791783908,0.6631395784986193,-17.190380096435547,50,60,0.3870967741935484,0.5735171797877787,0.7611768101929905,ok
sample_21,245,57.3042738292014,5.303904607744477,0.4561811015481879,0.6642932640850604,-22.902149200439453,20,27,0.34285714285714286,0.5833596330914539,0.7457630099963704,ok
sample_22,151,94.99999997690155,2.877802137929163,0.44909760023515477,0.5698764349699684,-29.296405792236328,9,27,0.5231788079470199,0.5446795167671941,0.5943524701067256,ok
sample_23,148,91.25386862618366,4.758729495958613,0.5454044555027135,0.34104902843439344,-49.94454574584961,44,8,0.6216216216216216,0.323435094114245,0.3618713326338893,ok
sample_24,435,53.27541999260762,10.873236410984186,0.10948694236517276,0.4637573773828632,-92.89402770996094,73,17,0.5448275862068965,0.437640713561427,0.49948383014163655,ok
sample_25,358,94.99999999866579,2.6019009578215297,0.5087673728495041,0.4940934782678601,-78.45849609375,12,17,0.5446927374301676,0.4637075410396807,0.5230008174322787,ok
sample_26,395,88.8548617371494,2.796870344799178,0.6082283676151918,0.4787724739898512,-84.91940307617188,27,11,0.529113924050633,0.4390116125403891,0.5169665938415445,ok
sample_27,274,56.35613820064543,7.865188006725218,0.11719907114168426,0.48655919634281136,-59.87202835083008,29,16,0.5109489051094891,0.4643557413553686,0.5132798986193421,ok
sample_28,380,11.75532072681559,1.7509433611330643,0.566767388891669,0.4507601135081542,-90.01139831542969,57,16,0.5921052631578947,0.432077056097832,0.4661574338174747,ok
sample_29,253,94.99999999793641,2.148140197669585,0.4273907444712461,0.47803618314039914,-72.92667388916016,26,11,0.6561264822134387,0.45080445716327666,0.5026971316794764,ok
sample_30,21,32.35432731907577,4.788830215355634,0.12519461354563344,0.9666554382720033,0.0,0,21,0.38095238095238093,0.9451692774657479,0.9791634522178224,ok
sample_31,160,49.125927068478255,7.7819680453550495,0.20581541843746326,0.5335940693146571,-30.984962463378906,17,16,0.5125,0.46918774277808895,0.5943040527498945,ok
sample_32,264,47.862220476452705,4.61056677955196,0.17098438245693692,0.5625013278346099,-54.79682159423828,14,27,0.571969696969697,0.5229967682072062,0.5950200275819019,ok
sample_33,355,41.20364584009158,19.999999999999996,0.03458771958999285,0.490192238691751,-75.6142578125,58,15,0.5661971830985916,0.4685466738135741,0.4957395589535219,ok
sample_34,335,77.66627671227259,4.770272427558683,0.5952868453860503,0.4843218742578257,-69.64138793945312,17,11,0.5283582089552239,0.446909402590523,0.5265517672561606,ok
sample_35,393,94.59583140661904,2.673927629116484,0.6072395298634796,0.4862727504970639,-93.28913116455078,29,18,0.5470737913486005,0.450380428299667,0.5202790804257922,ok
sample_36,172,76.10012219752396,4.804420700948307,0.605231308475705,0.6010969351255597,-25.153945922851562,16,26,0.5348837209302325,0.5601316936645031,0.6474113214097535,ok
sample_37,425,81.28189991969137,4.441645755270289,0.5885218262265675,0.49493656669339986,-90.40789031982422,36,14,0.5552941176470588,0.4610364979637436,0.5326284499029467,ok
sample_38,235,41.574938334931254,3.0765019948152315,0.3404226301941169,0.8008705256562346,-11.508647918701172,16,85,0.4297872340425532,0.7442329711088598,0.8435127927946798,ok
sample_39,51,83.02035930825178,1.9903315781865942,0.7206088979776387,0.7125305750991008,-4.897334098815918,4,10,0.45098039215686275,0.6588129597909029,0.7592676636188228,ok
sample_40,253,78.32095897468923,5.44542484651395,0.5731377867800214,0.4405926123728099,-65.48908233642578,29,8,0.5691699604743083,0.4117036382229155,0.47572580451870455,ok
sample_41,365,49.530170631247,5.372656048285655,0.14891168640051428,0.46030786150858893,-84.89407348632812,25,8,0.5726027397260274,0.42318928393345523,0.4919742514454988,ok
sample_42,274,54.80146858734252,4.178864600971742,0.29650770358487916,0.4955155541225487,-66.62126922607422,26,21,0.551094890510949,0.442431824101161,0.5438087265325684,ok
sample_43,253,85.35091149747268,4.627128681789497,0.5660245985737133,0.49927829632251614,-50.61118698120117,27,13,0.4901185770750988,0.4736024341339848,0.5286529376828755,ok
sample_44,233,57.84700354632833,4.504802209542424,0.2140272115430661,0.547313291634428,-43.63810348510742,20,13,0.5407725321888412,0.5117188741047882,0.5813738199940842,ok
sample_45,418,59.42110284430251,4.075517205868739,0.248343759325723,0.49410780949019245,-82.6030044555664,37,15,0.5239234449760766,0.4564524789511878,0.5298548532933004,ok
sample_46,252,64.30756952969263,4.752847992078672,0.2347571025584868,0.4784460414393103,-57.24268341064453,27,16,0.5793650793650794,0.44920752584964896,0.5090236466811227,ok
sample_47,243,81.79712873460028,4.734591613871328,0.577611229588257,0.620572000016142,-28.39891242980957,27,36,0.3168724279835391,0.5901715292853839,0.6555850465250425,ok
sample_48,246,32.78145974573725,2.2338853506150924,0.8818664981429359,0.8196986893226356,-4.737469673156738,13,109,0.2682926829268293,0.720644259829265,0.8915719948181169,ok
sample_49,260,50.15614560909569,6.04711640415008,0.3128469596953526,0.6156267112125361,-31.29095458984375,17,25,0.35384615384615387,0.5338450388305979,0.6897785098437352,ok
sample_50,363,84.67932337558052,3.5826120318638206,0.6066923449251259,0.5006708168658988,-81.51695251464844,23,15,0.5730027548209367,0.4626099312422754,0.5397490901495868,ok
sample_51,254,47.55839619390239,3.242442814639539,0.14544201255409317,0.9368651859753049,-2.8293843269348145,9,129,0.468503937007874,0.9119263950371296,0.9568213328713902,ok
sample_52,253,58.99828413964908,3.388354430292039,0.2160552424419656,0.5501688955855715,-49.702674865722656,24,15,0.5770750988142292,0.5192969577439898,0.5776147288301663,ok
sample_53,369,94.99999999639746,2.945786029273082,0.5191302299771033,0.4981726561432662,-85.35508728027344,17,13,0.5772357723577236,0.4693171342620342,0.5266670854497534,ok
sample_54,418,51.949134913495236,6.748693070142078,0.16645059721601047,0.45246332122794924,-90.71401977539062,35,12,0.5311004784688995,0.4104723977081286,0.4942818688564975,ok
sample_55,301,65.11951586868213,4.010870230914033,0.19681574557957604,0.4785969808152717,-69.7425308227539,29,18,0.5514950166112956,0.4544826190428214,0.502289173338604,ok
sample_56,73,94.99999999997168,2.7630810044867666,0.4598680635587964,0.47382262696275923,-15.941095352172852,9,9,0.5753424657534246,0.44718997841494124,0.4996282392920502,ok
sample_57,448,86.95494860487904,3.068744256323002,0.6228542327577767,0.5252634212415469,-84.73387145996094,23,19,0.5066964285714286,0.48442666689164815,0.5652282143530445,ok
sample_58,374,56.17556685342587,6.563698147067702,0.18964452234176438,0.5131859834230587,-80.54402923583984,44,13,0.56951871657754,0.4762623331365851,0.5528246198132711,ok
sample_59,427,32.89675470570337,5.124608897967075,0.09117983235878396,0.43198202222482784,-103.76847839355469,34,11,0.5573770491803278,0.4154846119493527,0.4433797620468268,ok
sample_60,330,83.51525237870358,3.785675817865871,0.5187849361399473,0.4952026269846413,-73.38665771484375,23,14,0.5666666666666667,0.4630587348552727,0.5288074956949831,ok
sample_61,448,45.01853862223561,5.7664173354180175,0.08377282989200918,0.47360824133623813,-118.95298767089844,55,15,0.5803571428571429,0.44916123700574684,0.4923438532415473,ok
sample_62,371,48.60081188393382,7.504949226609251,0.20426627028920813,0.4881089476527966,-75.28681182861328,43,11,0.5579514824797843,0.42359650954926376,0.5467553483137115,ok
sample_63,75,74.5509229521768,6.485774265770783,0.5705248744454043,0.5076474814893809,-12.890645027160645,18,12,0.4666666666666667,0.47939602343140736,0.544923148609738,ok
sample_64,159,48.49749683525477,3.8891903928940073,0.3908434389976895,0.7751079285298021,-8.142999649047852,11,33,0.41509433962264153,0.6975048458034381,0.8387017618818584,ok
sample_65,72,94.99999998481441,3.5903994306220257,0.5558013954526185,0.5792729827125963,-16.474102020263672,6,8,0.6944444444444444,0.5546195441129382,0.6051679505596067,ok
sample_66,274,63.82309536235674,5.271873460829803,0.19569695848020957,0.453925332960239,-58.61361312866211,46,19,0.5218978102189781,0.429742348444515,0.4806293202001634,ok
sample_67,265,42.089403258975786,4.458970262785901,0.1793055266285647,0.47321143484818706,-64.06951141357422,26,17,0.5358490566037736,0.4310752155538499,0.5041268165488035,ok
sample_68,238,49.07486061227397,8.280172043477162,0.2519723916863382,0.5347874844411206,-42.66619110107422,43,28,0.46218487394957986,0.4530074647924954,0.6120974351596222,ok
sample_69,363,73.3356661758814,5.893874383663265,0.5923648386550507,0.4644564180101032,-81.22917938232422,60,17,0.5840220385674931,0.4275543665173745,0.5103565846332366,ok
sample_70,365,81.06461528510984,5.647214589332799,0.5571544920467042,0.4876883478461503,-80.28913879394531,17,20,0.5260273972602739,0.4645937004610254,0.5164075083404759,ok
sample_71,352,79.77609131335164,3.470567007149581,0.6379121348888608,0.5183474073806386,-64.60804748535156,22,18,0.5056818181818182,0.4700898374156312,0.566747704412163,ok
sample_72,253,83.69991266063693,3.303656550055997,0.6250868216198939,0.544565911080117,-44.960357666015625,25,29,0.5691699604743083,0.5014683562058746,0.5873299728874555,ok
sample_73,73,91.72484202298759,2.8105409202980285,0.6198806609475491,0.41610400992468805,-17.000049591064453,25,7,0.5753424657534246,0.37776491530702494,0.4532980429929849,ok
sample_74,348,76.57513249325983,5.404140402131408,0.5039712211177003,0.47645637818753167,-85.21434783935547,16,15,0.5517241379310345,0.44809530807443887,0.5106189805747802,ok
sample_75,375,82.79827133253491,4.429309996840247,0.5805547253471997,0.45323719466744095,-95.89962768554688,18,10,0.592,0.42209702116396447,0.4878648450782907,ok
sample_76,141,94.09197650584345,2.786083311929811,0.27354024670127125,0.3017488292751364,-60.42516326904297,50,16,0.3617021276595745,0.2857545359207744,0.3171181539970288,ok
sample_77,267,52.24855355478356,5.297732038605118,0.29373293947785245,0.493789152134664,-45.122798919677734,31,26,0.46441947565543074,0.42822511815423536,0.5542700423018967,ok
sample_78,167,74.34083689130924,8.567333949703022,0.5383810166680267,0.4300303850481959,-44.76728057861328,29,10,0.6047904191616766,0.4152938726661385,0.45298957278454094,ok
sample_79,279,93.88603865779307,2.4369321448035164,0.33576005788343666,0.49148760297994415,-71.2770004272461,28,20,0.5806451612903226,0.47045537064049947,0.5108739359098902,ok
sample_80,253,47.959657723185586,8.536143106270691,0.09564473150662284,0.4867328214197508,-56.40532684326172,30,16,0.5770750988142292,0.4532587459244742,0.5166408881537151,ok
sample_81,253,77.7982385116668,7.852629886552471,0.5331942183205216,0.47046025595242785,-58.53131866455078,15,11,0.5889328063241107,0.4569702397098472,0.4898340976494247,ok
sample_82,347,84.524241777973,3.7636522863057995,0.5997915433341507,0.4437364588128168,-90.05177307128906,28,19,0.579250720461095,0.40723713594348476,0.4819195250279394,ok
sample_83,301,39.493969881580874,19.999999999999755,0.01020101838716464,0.4514024045684401,-69.32398223876953,26,18,0.5182724252491694,0.44541948407806103,0.4551430253548122,ok
sample_84,298,70.69722402970392,6.245657335400157,0.6045362086590389,0.45191633489722866,-65.05525207519531,38,13,0.5,0.41040790898524604,0.5048652436442423,ok
sample_85,63,38.356920361578595,1.5467626315514913,1.0295564820588146,0.8161194075108439,-2.581843376159668,5,16,0.3492063492063492,0.7283780801888202,0.8833166683783157,ok
sample_86,342,46.97030883041858,7.189719017964421,0.08550908158274101,0.5017586796767638,-74.78567504882812,30,20,0.543859649122807,0.47351202662851016,0.5248499428781099,ok
sample_87,383,84.37007373139635,3.0461881049659265,0.6356873347285033,0.4940255557401017,-79.66848754882812,36,15,0.5613577023498695,0.4491505941387076,0.5372527801472478,ok
sample_88,237,50.52316847629129,6.605329772186639,0.24408882743423221,0.6547232616646103,-21.796245574951172,25,22,0.3924050632911392,0.5887947485849806,0.7162931565976534,ok
sample_89,347,82.37452171383468,4.694881274827711,0.5757392746367356,0.4677689948269066,-72.87051391601562,59,17,0.5561959654178674,0.43843191982545276,0.501548242570371,ok
sample_90,71,72.64165306423232,2.3875415813681196,0.7579465817154553,0.7701912835935519,-3.2727136611938477,6,45,0.29577464788732394,0.7000959291144812,0.8320237498213724,ok
sample_91,247,71.35662857070709,6.399235393310686,0.5948077095446361,0.5040291330879413,-48.82239532470703,23,20,0.4898785425101215,0.4660429664936587,0.5528416322629746,ok
sample_92,281,64.7278664831511,3.9658787635346884,0.3174897203005946,0.5006416018049709,-55.401676177978516,16,12,0.5231316725978647,0.46117295008481435,0.5392014893613991,ok
sample_93,280,71.53899393930735,7.248257405441064,0.5653544058762584,0.46795221866110603,-55.1035041809082,43,19,0.4857142857142857,0.4393986327166664,0.5080631185393317,ok
sample_94,253,91.40744931037946,3.8418169066644317,0.5712584571091435,0.4995397169177489,-54.883934020996094,24,17,0.5612648221343873,0.4733994640006585,0.5276470875052043,ok
sample_95,262,50.94549244759054,6.302069984388725,0.13490054713493294,0.5082723372308768,-61.772804260253906,28,18,0.5954198473282443,0.47338710186216054,0.5409099678767353,ok
sample_96,352,94.99999999998523,3.1499102213424863,0.5843458715027452,0.5016228289161252,-76.09951782226562,23,27,0.5284090909090909,0.4711036548379693,0.5322546548054093,ok
sample_97,252,56.8449160606255,5.503584881722793,0.18396631254289436,0.48603566911087004,-52.16227722167969,34,18,0.5714285714285714,0.45238032900595493,0.5201114512911149,ok
sample_98,177,68.66478869377177,4.78034166483469,0.6742814299908324,0.6711731588116324,-12.597112655639648,14,43,0.3107344632768362,0.6032844306395153,0.7450899726360748,ok
sample_99,409,50.845917296000884,4.669355093418821,0.14165554378835737,0.49257024236758445,-88.2411117553711,27,16,0.5623471882640587,0.46178690345454354,0.519168660205462,ok
sample_100,323,70.12730084865363,6.890152279931678,0.4079591145804706,0.47662468037932,-70.97438049316406,23,18,0.541795665634675,0.45116827225638995,0.5107938794048265,ok
sample_101,386,78.07464209220937,6.773097906606049,0.548231281337384,0.47398318514798304,-81.82049560546875,48,17,0.5595854922279793,0.45351243531303126,0.5006438781432339,ok
sample_102,248,59.54466391555205,6.6962680162794355,0.41003249812292686,0.5040243165675812,-35.3801383972168,26,16,0.35080645161290325,0.4416481733682481,0.5773127987296593,ok
sample_103,251,72.97443120455061,3.284294630919256,0.5522949179893579,0.5883545376065632,-31.836681365966797,19,16,0.44621513944223107,0.5358370715638481,0.6386516048126322,ok
sample_104,254,94.99999999748414,2.6356645179557803,0.33213971450513313,0.4696743161231056,-60.578285217285156,24,14,0.5669291338582677,0.44987611461710153,0.4887217345958829,ok
sample_105,253,93.52018625147176,1.3286839774509787,0.3642705723130261,0.47077587717947406,-54.30183029174805,27,16,0.5573122529644269,0.4498319812250254,0.48804781258336544,ok
sample_106,250,44.384369142145516,6.185309512529211,0.11366965201980689,0.4739849385602595,-51.49718475341797,48,15,0.552,0.43864079974604964,0.5005819051146817,ok
sample_107,316,64.43730459620778,3.3675499645464515,0.5782958721083522,0.5101733345400826,-51.287872314453125,28,10,0.46835443037974683,0.43906342670414633,0.5751763083147919,ok
sample_108,249,72.77965440817808,5.422385269801962,0.6102137110217553,0.5328481361161947,-41.32585906982422,19,21,0.42168674698795183,0.4892086675984026,0.5848338470240732,ok
sample_109,254,48.06814580206009,7.785498110680354,0.10036638775290535,0.5059904316693197,-53.131534576416016,31,19,0.5787401574803149,0.4726824140519531,0.5352218592588119,ok
sample_110,329,94.99999999999633,3.3956228410886857,0.509537646636836,0.47222395774649834,-72.13525390625,27,11,0.5653495440729484,0.44589987729085295,0.49832505312198944,ok
sample_111,246,94.99999997748505,3.141080916778187,0.5829908828062036,0.5871177458557618,-42.34267807006836,13,37,0.4959349593495935,0.5567652674458412,0.6175346332123482,ok
sample_112,220,48.46832552797587,6.63264448306644,0.2613735803408105,0.6192057506717,-25.680675506591797,19,24,0.42272727272727273,0.5419253347830489,0.6869707066362466,ok
sample_113,301,81.2780892302769,4.495527185321281,0.5871836558350445,0.4641274269955302,-63.116416931152344,32,18,0.5382059800664452,0.43070040559531386,0.5017925873713989,ok
sample_114,240,83.6481428103251,3.3949923395822172,0.6224106493106722,0.49800706324952354,-44.66655349731445,59,28,0.5125,0.45499342819617444,0.5417325562315825,ok
sample_115,236,54.881104583317,4.922197753994428,0.3291574013628266,0.5716772078530307,-35.56193161010742,28,15,0.461864406779661,0.507871740444305,0.6318841907494376,ok
sample_116,255,66.73961511045171,3.3327859626704335,0.5839463901828948,0.5349829927852866,-49.562255859375,26,21,0.49411764705882355,0.46811631913033497,0.5972973468145951,ok
sample_117,308,89.70843356920825,4.276333392423929,0.5622848026304503,0.4261714582941925,-83.466796875,68,17,0.5811688311688312,0.40238194663674415,0.45274758032240137,ok
sample_118,253,57.55633092552096,5.001801131506206,0.24483087532354003,0.49734159702136393,-49.41725158691406,55,17,0.5138339920948617,0.45499575250077967,0.5393603798462823,ok
sample_119,248,75.01145629159409,4.186143407359098,0.6388039223922536,0.6696957770716824,-23.326704025268555,22,40,0.375,0.6171449458981345,0.725851370041137,ok
sample_120,400,76.68230529574049,4.642497152996194,0.607437240757998,0.480808900131047,-81.12371826171875,38,13,0.545,0.4391815777072161,0.5272887699727964,ok
sample_121,246,58.76672484262688,4.872055185773371,0.27578147282140486,0.7122224605392858,-20.387115478515625,12,30,0.4878048780487805,0.6671612715194515,0.7565364542288525,ok
sample_122,299,59.852205883114884,4.278280899466367,0.38814707628360917,0.5101040108608085,-50.132328033447266,31,8,0.5150501672240803,0.451438969005982,0.5669304872264743,ok
sample_123,304,83.27971467946408,4.174389173420173,0.5846047443983045,0.4269900663560841,-86.27465057373047,32,13,0.5888157894736842,0.39405739331340733,0.463020015489169,ok
sample_124,318,93.1438140402754,2.2347956689913677,0.5648847590269841,0.4877970958278222,-71.63611602783203,17,14,0.5691823899371069,0.4511214399674841,0.5212372839768733,ok
sample_125,253,94.9998833360116,3.27340737038765,0.38119452124914666,0.45878376116783887,-63.33928680419922,28,10,0.6086956521739131,0.4399149705988922,0.4779519717510375,ok
sample_126,258,87.11787649526116,3.6668888298048006,0.5926236891436079,0.46417985900563125,-66.90990447998047,34,16,0.6162790697674418,0.4308242552438918,0.498944204383391,ok
sample_127,225,22.03210856813064,3.7589389429596074,0.5676284519566781,0.8220812530700651,-21.606399536132812,12,59,0.64,0.7880002287717226,0.8418466942995058,ok
sample_128,276,41.82651383815577,7.498728634703185,0.112512325572383,0.5585749277680122,-50.54966354370117,27,17,0.5253623188405797,0.517715086027461,0.5856124626783742,ok
sample_129,332,90.87040702143472,3.6895834705421287,0.5781475515886065,0.5250034496528789,-71.1551742553711,19,18,0.5060240963855421,0.496522259839007,0.5548800971323983,ok
sample_130,257,46.09731268669148,6.889774400873067,0.2751420069665981,0.8506990247245424,-5.27974271774292,13,69,0.26848249027237353,0.7604707190715042,0.9229513575324723,ok
sample_131,399,83.54238619302888,3.7367990525816923,0.605293950119147,0.4868924262518422,-86.04132843017578,33,11,0.5363408521303258,0.44909364767118753,0.5267488609151191,ok
sample_132,140,32.392444669566274,3.0708040449235385,0.7235646592152398,0.760141284280159,-8.238965034484863,24,14,0.37142857142857144,0.6591136013404721,0.8293481659941765,ok
sample_133,253,83.04206727077475,2.814665325005921,0.6571355361317672,0.5543256143416344,-43.17272186279297,30,15,0.5375494071146245,0.5048885841302173,0.60097316217866,ok
sample_134,357,81.20204878658757,4.697635528819445,0.5808558818691787,0.4432657441130489,-102.41908264160156,36,13,0.5910364145658263,0.41198339529488437,0.47918957243480476,ok
sample_135,280,70.99499902635777,3.114897171440141,0.3794157661745696,0.5262040170987171,-54.322265625,19,16,0.525,0.4881370862438895,0.5624009799722124,ok
sample_136,253,56.92259046084929,6.038958011737031,0.14805265999863326,0.47107852276621753,-55.40448760986328,26,19,0.5454545454545454,0.44382220553159324,0.4999260456430887,ok
sample_137,381,86.70504415785969,2.171794867109451,0.35724218455322093,0.5014522760110796,-85.32752990722656,27,16,0.5485564304461942,0.47579790290956786,0.524703257013507,ok
sample_138,423,42.02936064129704,14.187045688236854,0.03170411872796136,0.48504255189421097,-94.69291687011719,26,14,0.5673758865248227,0.4677301222029241,0.4955033909438461,ok
sample_139,301,48.199089135092116,6.282537601369775,0.15699925283986443,0.5006462997436438,-67.91666412353516,30,19,0.53156146179402,0.45532144218831844,0.5393272313207385,ok
sample_140,246,94.99543890358005,1.737762538996172,0.5640149636000098,0.5403254190559682,-43.90385437011719,19,18,0.516260162601626,0.5047468101987024,0.5719132490418608,ok
sample_141,403,54.008009100468875,5.0787621408541765,0.19041052801863712,0.4853514470308331,-83.16937255859375,36,19,0.5682382133995038,0.446499608887088,0.5216059722762104,ok
sample_142,229,66.13399934284607,5.428222595359411,0.6840089696251545,0.5755054285273979,-24.837112426757812,41,38,0.388646288209607,0.501855047718264,0.6586664066247322,ok
sample_143,109,94.99999469376554,1.645186104444,0.6893075904287508,0.7110546500649648,-8.895549774169922,24,18,0.44954128440366975,0.6678036918524857,0.7482226721415632,ok
sample_144,253,56.60539121114344,4.541508537978434,0.21300374416805123,0.4988018024372027,-55.27294921875,28,13,0.5731225296442688,0.46154317437523784,0.5341635493021976,ok
sample_145,249,53.01661663975434,8.835043824157781,0.2813402695326266,0.5003085456950224,-41.0115852355957,35,15,0.3855421686746988,0.4293512009760019,0.5814433594159893,ok
sample_146,253,78.7096945859683,7.233384263308667,0.5368006022908267,0.4759590473809701,-54.667213439941406,33,13,0.5612648221343873,0.4608157901530817,0.49722173568621375,ok
sample_147,246,75.53189645961238,4.324169763709651,0.6275582807329005,0.4513391945621487,-50.520503997802734,34,17,0.5203252032520326,0.40298505608470025,0.5036007408825323,ok
sample_148,364,75.67237778278908,5.04504474284242,0.6001210258733003,0.5287591106962625,-69.4487533569336,22,24,0.5274725274725275,0.4895471253667291,0.5741869474806337,ok
sample_149,286,77.52925917509542,5.862273285711242,0.5680003291408454,0.46598012111987824,-63.56358337402344,58,11,0.5734265734265734,0.4385622007632542,0.5004322121513337,ok
sample_150,331,61.03518116019451,5.667938503686605,0.37162137578274307,0.4828804797822666,-70.91004180908203,26,22,0.5619335347432024,0.429656992036727,0.5416202939565214,ok
sample_151,250,79.30566723462123,1.566859247052554,0.7819086960250113,0.7390917330967417,-17.163055419921875,24,42,0.3,0.6844023115539158,0.784624134553645,ok
sample_152,421,50.4902939785794,6.680575978409415,0.15993451587059315,0.5089162771464839,-78.22960662841797,32,18,0.5130641330166271,0.46544627912389536,0.5498908841815409,ok
sample_153,405,84.21536231928012,4.344689892835494,0.5796237888259057,0.4773644331534677,-83.43103790283203,15,15,0.528395061728395,0.4461385432573209,0.5114424050306994,ok
sample_154,272,88.17158404393996,4.219295503111402,0.5686429021286296,0.39958775835681487,-69.48751068115234,64,16,0.5294117647058824,0.3737168440443003,0.42839138277569266,ok
sample_155,253,51.801700104994495,7.170397507409257,0.09563779847953441,0.4512275690544734,-61.62656784057617,27,14,0.5849802371541502,0.42631996875808253,0.47642841124082935,ok
sample_156,75,63.431423229234156,5.703576072608662,0.32560540530774496,0.6156182941864005,-11.462625503540039,8,12,0.5066666666666667,0.5755652441531386,0.661183763022052,ok
sample_157,253,42.297503724486276,12.890135450742711,0.06799562564491451,0.4813691468934989,-56.48765563964844,32,18,0.549407114624506,0.4459307728065643,0.5010248879893444,ok
sample_158,253,45.246894076745015,7.977543110292027,0.08957249097303921,0.4995728852282392,-64.82324981689453,23,10,0.5770750988142292,0.46622567243414104,0.5248722887567839,ok
sample_159,76,80.81471829773376,5.026722366928685,0.5727467587282072,0.4988150194047259,-16.723398208618164,8,9,0.5394736842105263,0.4703477332656625,0.5324702372404952,ok
sample_160,254,80.25728603999603,4.217297149828593,0.6015943777546298,0.519957692662666,-51.23568344116211,27,16,0.5393700787401575,0.48168981947317613,0.5614014958428588,ok
sample_161,61,65.75954958913016,4.615556634766609,0.5165163739515722,0.6348913099231533,-6.221064567565918,16,9,0.5081967213114754,0.5746402404360245,0.6981153274005203,ok
sample_162,254,44.24195218715037,8.26980796135809,0.08303041954606472,0.5563404562431589,-49.21883010864258,25,37,0.5196850393700787,0.5240118972948251,0.5796393898153764,ok
sample_163,253,82.36415878429136,4.662661782034359,0.5764155421347057,0.4410512597563447,-69.71328735351562,29,10,0.5928853754940712,0.4114692179288807,0.47480520786261465,ok
